"k","k_scale","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2","sn1","sn2","sn3"
243.550034926305,2.23599753178957,0.31469957514763,0.0799853694625199,70,25,65,32,28.7347987865609,3.68339506816894,-0.62903166026754
135.910015135008,2.0851998400889,0.00189258716500812,0.481927410699427,65,19,111,17,30.7179438074747,4.07814153340005,-1.39919942882285
294.477612485658,1.33971133143844,0.381719115291718,0.888522720197216,50,12,53,25,27.5099186571259,2.6327391191836,0.396106380090233
277.574712082268,6.29190623824888,0.0172111754793815,0.639365607872605,78,9,141,24,30.2879293230844,3.8511383199904,-1.1321581387386
186.22753705042,10.0664894681312,0.164556515441769,0.721374896122143,71,22,131,6,29.5192043759522,3.94850159930955,-0.797318917444109
271.304925763664,0.564130971216921,0.124253347533388,0.188083443092182,51,10,117,13,28.2165483848233,3.23902696302518,-0.128346097608879
132.925666238635,4.320935819495,9.21823141704321e-05,0.948790286667645,50,11,88,22,28.8872635455352,3.70751422003864,-0.570049547868151
209.607613842467,3.5437098351629,0.00822782345548643,0.515731313033029,77,3,55,21,28.1553989915435,2.99090736768674,-0.166346637992112
126.476618841415,7.72695997276078,0.00023010763538069,0.926123642362654,57,32,127,28,27.7790836752178,3.15041496791171,-0.0222314466297532
216.935315841566,1.54413186727163,0.0648470896334495,0.642451809253544,59,31,98,3,27.2334066394095,3.20498265355451,0.0746402147613139
132.389205220066,3.14244855368053,0.125476736763728,0.0114997804630548,55,18,59,5,28.6870128723964,3.68071929056868,-0.539005302156851
424.570026087429,4.70179802937751,0.292747984838318,0.238090114900842,56,16,83,29,29.9387270580815,4.16861668527659,-1.13451826049381
210.728182768129,2.0151913166646,0.460288999310428,0.432694674003869,69,20,63,6,29.2462515997856,4.5037333665935,-1.29058314719656
217.999994017424,1.14405185585156,0.00224169386924809,0.212539867497981,70,28,131,17,28.4793638865142,3.59125121392348,-0.412423059530057
