"k","rho","dispersion","tm_ini","loc_ini"
1.35918746493591,0.209583014077081,0.283041472081095,83,18
5.2683341221097,0.0706230861402952,0.00922733987681568,58,31
5.11737982295035,0.716642336689208,0.905088273109868,61,4
3.12200125227919,0.000142691419939314,0.298760585486889,68,5
6.10950225875941,0.244391627425231,0.450294789392501,51,4
3.81732349445938,0.547524225482251,0.852526650531217,66,32
3.45942423231982,0.00958510476545962,0.996391194639727,68,17
1.82576620520143,0.474836014546236,0.35373200639151,69,2
1.13681874794595,0.563224066907729,0.428107623010874,53,19
1.36621456600064,0.0441162421100772,0.737559325294569,81,29
1.83541070194799,0.00564794417104136,0.421555997570977,51,1
2.2547509064311,0.0044508693164247,0.729157995665446,68,26
1.02530677117929,0.000267812028757391,0.0820826189592481,67,22
4.00663278616264,0.0369709158346943,0.153500756947324,66,29
3.49844972595078,0.291219453763212,0.138076749863103,63,25
4.23576352702341,0.408274733036986,0.258106451015919,56,9
3.91680449303405,0.0129825278515717,0.484576144721359,60,28
2.46670691391339,0.000287964330118371,0.523900177562609,73,11
0.143620151612102,0.00057660534061382,0.803348138695583,59,16
3.30615463176576,0.00579328856082997,0.545629062922671,76,24
4.64141551153189,0.0021769660747838,0.221802906366065,67,22
1.2737443846886,0.539325238528355,0.228825900703669,69,32
1.56616506827397,0.0777506837513114,0.828221490373835,60,18
1.9361052397653,0.132661683283936,0.687334519810975,58,14
2.15555459604473,0.0514916353582654,0.246109896572307,76,19
1.3283774993238,0.224069961034917,0.717761958949268,62,20
0.53652625575546,0.186403582171232,0.450101351365447,66,16
4.41146712203021,0.0696428184847422,0.262018028879538,74,30
1.63723725537008,0.732189995143128,0.329924611840397,58,5
4.67694765308988,0.323701983774831,0.175767553504556,65,27
3.87359456571408,0.1344239988574,0.5809528126847,56,10
2.05216365758208,0.567046422520673,0.945754687068984,56,9
1.60303524925931,0.830158489788949,0.656308881705627,52,26
3.41848623072735,0.0317301679012357,0.67683474929072,78,19
1.27661061435307,0.229006433142696,0.107256731251255,74,19
0.390219159857022,0.0422064117804052,0.0781413831282407,76,31
3.88577894711005,0.826292287437232,0.602952025132254,61,9
2.13938046506843,0.451039659221847,0.770947072422132,57,7
2.82636521413742,0.275074255194127,0.602275292156264,71,3
1.71619383834661,0.511050160738416,0.206278663128614,83,16
2.97379946183658,0.0938427916041492,0.802186428336427,73,3
0.766477739513917,0.128454298972982,0.315808345098048,67,24
2.79539804906161,0.243326940678376,0.0307675893418491,79,12
3.55122025968641,0.519528651653683,0.336870999308303,64,19
2.03878705225802,0.104031468443247,0.193949814653024,80,16
3.44641778546104,0.214973418384684,0.108928497880697,71,17
2.1011993184878,0.582226607005021,0.321862888289616,72,29
2.31389160811027,0.000640974212435744,0.815069842152297,59,10
3.70849934436933,0.405107320423566,0.304625112796202,56,12
2.38298587250318,0.0066906540521644,0.879628123017028,78,3
1.20647430976091,0.085467218646444,0.532279550796375,61,17
0.496664514050013,0.0496269765716011,0.413560667075217,74,3
5.63427948169493,0.00765028807596145,0.280085095204413,60,16
2.61147567555713,0.145018499857256,0.11967123253271,68,17
7.7388739402612,0.00292086817238969,0.0323618138208985,58,21
3.24742307703145,0.00450147251855004,0.474095561075956,83,14
1.2491135113282,0.255992325278617,0.571492074523121,53,12
2.12787312504177,0.374085539422043,0.422619831748307,51,27
0.645997425880374,0.314817709881996,0.746076885377988,54,22
2.59381246869936,0.128232068669617,0.37303705024533,66,16
2.13025747880692,0.252691259046613,0.17590767191723,67,16
2.46630131471924,0.0260941836711985,0.0599727309308946,58,31
1.40936110448007,0.0268466912798687,0.500868628034368,53,20
5.06956949467705,0.542401747244753,0.458054006099701,71,25
3.89399865198008,0.0451020702947528,0.891078901011497,57,13
1.9622065319416,0.777476773452725,0.125882034189999,63,20
3.49854662767925,0.574447304396797,0.51194626907818,82,31
2.95755457066881,0.088492081590354,0.761657793540508,73,10
4.58519228018334,0.0431505144411296,0.996941625140607,64,30
1.82764594329237,0.0558229665152739,0.184873567894101,77,23
3.61335566676414,0.00293531970170196,0.985663000727072,75,7
5.18784230519059,0.166949649272645,0.556296132970601,78,6
1.04723932056887,0.379199905579624,0.440555327571929,55,23
4.82893590472903,0.0880174025155829,0.0684509729035199,53,20
3.73182717247546,0.0745748552244282,0.0139509970322251,57,3
5.97159126601174,0.536623426018997,0.114919498329982,51,17
3.42237982428102,0.0213181768077714,0.713108035735786,51,7
0.624865549416795,0.195976144808267,0.117251754971221,80,12
2.75476924586729,0.154659118076172,0.53680150420405,56,13
4.42210487082544,0.00889470037147321,0.37619053083472,67,18
3.91617123666394,0.53471128328557,0.971852801973,55,1
1.16435546308134,0.188704817978932,0.235875410493463,50,29
1.00321131931067,5.98447804001541e-06,0.625210514757782,65,17
0.765444233336775,0.619256592159817,0.885012876940891,69,11
6.4916365041425,0.0232268713591909,0.569610935635865,61,31
3.76870969827453,0.00135296544151273,0.0102567258290946,81,5
4.21486881666854,0.0707566730170873,0.0448787673376501,78,27
3.06017207249663,0.211718823671033,0.660392304416746,71,1
6.24365183560772,0.0806970098791256,0.757704885676503,54,5
1.3467199086085,0.0117237010761307,0.178139167837799,72,13
2.37831926678834,0.00320229805785623,0.183430896140635,71,9
2.38204690191905,0.288325379538225,0.807331402320415,63,32
0.310774233141195,0.408699416645403,0.510665359674022,55,20
1.6919179602657,0.0112380398100163,0.746580517152324,64,28
2.96285275273631,0.44859514869399,0.746610139962286,81,5
3.2876786500836,0.0009243816686867,0.889800535514951,52,21
2.58318827350761,0.779518563150135,0.68343607429415,52,15
2.12850774316398,0.00309321375799998,0.861675326013938,58,24
5.30348225030855,0.00861363846097689,0.813148573506624,80,14
1.97019893986388,0.0268909779353915,0.183711042394862,70,4
0.782327213203332,0.21704828065034,0.935492128366604,60,1
3.75965629922397,0.345993447154168,0.780344303231686,57,12
2.20538182807488,0.00316100478139198,0.115840430837125,55,3
0.665381812515568,0.335264409222013,0.17086552712135,60,25
1.79642473786425,0.176733505591934,0.337075854185969,63,27
1.56971004613599,0.599998466156766,0.10196717409417,60,1
3.36496723324995,0.0254198435688453,0.0795547177549452,75,28
0.423644774134975,0.309422972460429,0.184248593868688,59,26
0.951934423343404,0.368199384461441,0.448213954688981,73,15
1.83265688819045,0.00357703111963719,0.535277467686683,60,16
1.05135463018773,0.230502528486366,0.0246903421357274,74,31
2.23405593138641,0.486608947268328,0.543913559289649,82,6
2.45574092939136,0.000474045481756924,0.989706241060048,67,29
1.79722886142592,0.046899511183612,0.132983757415786,62,28
1.58736269942048,0.061463477526814,0.453941435320303,73,2
1.17557933067355,0.0555125409004692,0.68793031363748,51,14
7.46683714606762,0.0164014013819957,0.67078245501034,83,12
2.36411719160164,0.204802006676646,0.219107762444764,73,3
7.24451538231497,0.00291027824167671,0.175797166768461,51,15
2.16618505960442,0.0379712394869581,0.941566079854965,81,5
0.981997253653628,0.0608399824707847,0.930524710332975,62,30
1.90972282904404,0.548497054147931,0.55440937448293,50,29
4.43057088177146,0.122717187450221,0.981215582694858,70,30
1.36617932050162,0.168064450378859,0.277856468223035,80,6
1.71899037867873,0.183676111524273,0.12227446725592,59,30
3.14337669745887,0.000432374432761142,0.406411072704941,72,15
1.93138355950979,0.214595042186869,0.708628983935341,56,24
6.23817712372533,0.0868627226032289,0.0614476322662085,70,4
3.91097401846721,0.164982132572985,0.984124989248812,74,5
3.76094204063886,0.0216412455774594,0.230458403471857,65,20
1.47401986796935,0.134800800497195,0.61303563695401,52,18
0.497155943891615,0.0732911109338794,0.157491969643161,68,7
0.894016862978376,0.0163759562988458,0.309002776863053,59,30
8.17981268032158,0.265661380073159,0.634658332215622,70,32
2.52368254939632,0.0595597294085561,0.553886442678049,58,2
3.20901942845544,0.107815424817182,0.350742753362283,64,1
2.19923253856336,1.80326335009351e-06,0.338851414853707,79,32
3.50941660196726,0.089325234806344,0.562592116184533,63,1
0.419730054862166,0.154801297641875,0.972682928899303,79,18
7.42926875026009,0.185644442312308,0.535690639168024,68,31
4.49732833563438,8.82750136900874e-07,0.994951107772067,79,3
4.95023105208274,0.113626321095431,0.785495773190632,61,1
0.666868751537981,0.789152517456057,0.365887535735965,50,27
1.40565625948727,0.210235880580458,0.498158231144771,57,5
0.462955090536823,0.637506977028694,0.0136051571462303,81,27
2.17651116393461,0.803151149987272,0.16084171901457,57,18
5.63162786533608,0.0541675878910844,0.349676341284066,69,17
1.17771890681474,0.00402663320688941,0.306017355294898,83,5
4.6823211965367,0.169609053539869,0.455866088857874,66,2
2.30388568758013,0.0388269046873115,0.396361340768635,53,27
3.09628661870818,0.0406948208705502,0.150676425080746,50,13
1.22113600402108,0.194716952872997,0.732540879165754,72,14
4.3357191413511,0.582663326298971,0.17559433565475,57,25
6.56006436087359,0.109793219504665,0.264373702928424,57,24
0.833804914231702,0.32490191475398,0.575993350008503,73,13
0.885528848807683,0.0103283485528784,0.660440306877717,73,19
1.54789133154041,0.552709628089889,0.180051725357771,59,16
3.111320258109,0.858302385880144,0.401505939662457,58,2
6.2629901330821,0.70509702059681,0.0550485572312027,73,30
5.97089990430995,0.00996059192511945,0.34936657268554,53,13
1.78616682585228,0.00274084575623989,0.671330560930073,67,29
5.88874397305753,0.0286272492936686,0.847712910966948,67,8
1.73333130227472,0.00382630101602205,0.0634660886134952,51,9
3.38582343411456,0.00109079676501393,0.926282099215314,67,24
2.30975864511956,0.0231761530115017,0.10481383302249,58,30
4.25261850353566,0.0755417655665486,0.174002361018211,83,19
2.39894009365049,0.0235687962784902,0.674753338564187,62,30
0.83166059871349,0.594804151730559,0.603412938537076,82,15
0.542337016929556,0.573919000060672,0.864036611281335,74,20
4.85881189474213,0.111064832746898,0.526461606146768,62,4
0.470482928594527,0.215800174137038,0.565086203860119,50,30
0.646316394475149,6.59044821259148e-05,0.344554010545835,57,12
0.34774365234085,0.0872548338264452,0.29786867974326,53,32
0.277572100440079,0.0351873347834859,0.626349983038381,70,20
2.85073638225498,2.9106170979925e-05,0.874197191325948,65,25
2.00373937954349,0.0361542164187355,0.712119549978524,51,26
0.739217980147773,0.323209768210694,0.696212887298316,66,4
2.08523894181881,0.258121033016709,0.430781133472919,61,12
0.360698295374597,0.318312030777547,0.534969269996509,64,23
7.92191891635375,0.00197481783810213,0.625477550085634,60,31
0.426578765878591,0.000805433457372544,0.300891555380076,78,3
7.06413151877661,0.216817974272557,0.620284214150161,57,10
3.29141152809851,0.0837447255133741,0.0187553630676121,75,11
6.28634542345111,3.84960777963418e-06,0.255916900467128,54,31
1.89609885404441,0.0201963252211649,0.209470415953547,83,3
4.6688394968384,0.0245794905886498,0.403909096494317,75,24
2.3239168729972,0.000582788227161326,0.393739600665867,74,15
0.888038279870518,0.910123728855324,0.220707113621756,72,3
2.74416356578986,0.00267137917239494,0.720622086897492,52,20
1.04081447711443,0.215740899852338,0.905604898463935,62,18
0.789082797886595,0.121604537606432,0.397754802834243,68,16
1.4713451070536,0.435710546674465,0.630640421062708,70,7
2.1577323968609,0.0517346972236995,0.16285611409694,74,24
4.48037801275008,0.814703720052111,0.12570254993625,80,10
2.57979163623508,0.173112531894243,0.486725834431127,53,31
3.1067712994804,0.00609792324724975,0.953531545586884,72,27
2.21209105575805,0.124531463035836,0.188084649387747,59,18
4.51478504807588,0.516571329804135,0.534805517410859,63,30
2.47986413287856,0.0191891090549933,0.211036610417068,68,1
2.19004515606523,0.000591967807249371,0.196820029523224,66,12
3.45289448550789,0.0371395019263097,0.663551327772439,80,10
3.04109118736022,0.649148756038325,0.507158088032156,70,18
1.64351579042554,0.12654364432936,0.376245884457603,78,26
3.40511358283294,0.460235445599112,0.962691166205332,60,15
0.761463817289049,0.34519286466422,0.821781044825912,65,30
4.09071253883178,0.218883799375563,0.0876521482132375,73,29
6.3521768034208,0.00531441447903464,0.773461413802579,60,30
2.83397528864947,0.255910151043491,0.343532631639391,72,20
1.64808384776935,0.0614083246821892,0.431411449564621,50,14
8.5608716563069,0.013533730510561,0.581118760863319,73,12
2.90814338716975,0.00443143871974946,0.179418727289885,83,24
3.5484424519996,0.284852989274016,0.633802807191387,80,31
3.32694304803316,0.3379541720276,0.774088368518278,73,12
3.03049794849732,0.273955081205975,0.603939102729782,57,1
6.36460042863732,0.0039914219727381,0.424988596932963,61,14
1.9838936891486,0.116129571905173,0.434135553892702,81,3
4.29827441841786,0.000198774402334637,0.998007411370054,61,25
3.16101120535379,0.0546727801134309,0.362815429922193,78,31
4.44304922962551,0.0790828097518674,0.965262129204348,76,9
1.69595954608715,0.00382911071551624,0.256008227122948,66,4
4.22905643913967,0.0051116671638245,0.846204141387716,73,11
4.17584314203981,0.380013351898252,0.216891836607829,50,27
0.851684170372778,0.72292434807758,0.478181347250938,73,29
7.06000974037723,0.134508564647211,0.256126530002803,82,27
1.88291728141392,0.0925451245146035,0.764231761917472,79,5
5.76288822233407,0.0344529587041937,0.136212790617719,77,7
2.48196556992206,0.00163627754569392,0.0745370897930115,58,31
3.4410635081694,0.0636553262289236,0.874217847594991,58,19
0.876099540320437,0.190086947092329,0.360222006216645,65,21
4.24734865707314,0.44137608276452,0.954217441612855,55,28
4.30594903228401,0.252066130463422,0.0227178826462477,67,30
1.56456790777912,0.0722038125082214,0.447831915691495,82,23
3.28666761592459,0.424439069177183,0.253453902667388,65,30
5.21045690316255,4.27718055771117e-05,0.597276220098138,66,17
5.72090940350782,0.248519136872887,0.536385647021234,69,19
3.99158072551026,0.0474933812083105,0.0139960821252316,70,25
0.200705944594159,0.0759022195017823,0.695160180097446,78,19
5.93102606197837,0.39628037710514,0.321830668020993,51,23
4.44841804915153,0.0634105479775859,0.895224449923262,55,20
1.87639968418858,0.101583522690921,0.321347020799294,65,14
1.0581698710492,0.296595689798922,0.405848548747599,70,9
4.71048935547682,0.0267990727628338,0.620026580290869,76,17
4.04410134205487,0.00771407177195399,0.941956576891243,66,16
2.92106236727637,0.00494920872845877,0.61376985674724,59,20
2.74174946100313,0.0260264355766932,0.429094167426229,79,18
1.08256462609215,0.0142765680734583,0.702847948065028,65,18
3.80475713135739,0.136793689895671,0.283361026551574,52,30
4.30162825713502,0.0893258380150385,0.527581237489358,50,12
2.34109836802558,0.238998263977182,0.204969141865149,83,31
1.75327220111211,0.0680749161667987,0.532750064274296,74,20
1.4049473381425,0.455382608558398,0.0205891358200461,57,8
0.834551323998453,0.953986463967226,0.0245864819735289,52,3
2.35923939191131,0.0586398671175292,0.618808733299375,68,15
2.01627242919736,0.475087397708397,0.126472660573199,78,31
0.50997457502615,0.0299661108733984,0.0255478865001351,57,29
2.79357333376503,0.000260083734711167,0.451402261620387,80,29
2.60395624735029,0.018358149638942,0.471718800486997,66,32
0.943622419944753,0.00959900831068418,0.291656084358692,55,32
5.65712395685784,0.016100406790131,0.44780666846782,57,1
3.68082020454654,0.059782243414151,0.190837022382766,80,2
3.0516483984874,0.428559355402083,0.232495565898716,77,10
2.00565928470102,0.0486152945843133,0.438299590721726,71,15
3.42539000726008,1.13039295027459e-06,0.0640569806564599,60,10
2.20301233896317,0.0835541582574049,0.627214348176494,71,3
2.06688057239338,0.0919271556166099,0.484546310734004,76,20
0.847431607826119,0.0022338661086909,0.939137954730541,62,14
6.62324585242683,0.000172672090675616,0.494008163223043,71,3
0.344202538063433,0.114801031503737,0.650031418539584,59,6
3.68319474083467,0.21041605584896,0.243257510708645,57,19
3.44262959820392,0.262828973346174,0.413605113979429,50,21
1.43273144778492,0.305494725957496,0.881695832125843,55,19
0.285270403585639,0.0150939236090456,0.956562704406679,83,25
2.84927320853485,0.0134520059615318,0.506329651223496,58,32
1.10737553988829,0.0314533896237803,0.0294060863088816,52,5
4.37284986274875,0.532935782132395,0.91749397222884,69,32
3.20697165874616,0.0217583156872752,0.382807615678757,53,5
5.1749519759421,0.146778860013825,0.189724875614047,53,29
0.762601598269275,0.00266319854279396,0.909165110671893,73,22
2.05317718145784,0.592789917292327,0.602648619329557,56,14
2.11027984272023,0.50590947424954,0.87173957680352,57,1
4.70547317507203,0.880366908020678,0.499141271458939,53,15
0.9890530220288,0.106173885759509,0.819865797646344,80,21
3.52096489407713,0.117721663870519,0.187678796239197,65,20
3.40169292625873,0.0902384309999843,0.440177595242858,78,12
4.2297182070602,0.00822043647069129,0.11732179694809,54,6
9.38920697740541,0.00308794506819384,0.543717852793634,65,4
2.02622062506548,0.354379266046636,0.914903983008116,53,11
1.12189600833705,0.00648685502782584,0.283619261579588,72,20
3.42689722574916,0.0586546948308282,0.480319005437195,56,21
2.21318605889004,0.0175672413936114,0.572438339469954,58,5
2.90546898992024,0.117792085541197,0.361606687307358,50,3
2.14307652414107,0.148507094169612,0.199545408133417,73,19
2.23470811115181,0.0826673199665094,0.392102590994909,79,24
4.61327684029188,0.0992007667242185,0.726015840657055,51,11
6.87478974375512,0.0262905824698064,0.339499798137695,52,23
1.39094797833061,0.0761788357521476,0.585973789915442,81,19
6.05595440442239,0.0079756839545491,0.266266586724669,78,11
2.29729599497425,0.0296077863323535,0.792983138468117,74,23
0.261832267995683,0.00167512080423067,0.333978982642293,83,3
1.70996443197278,0.182434827677682,0.36385378590785,71,27
3.32310478256218,0.149469089323214,0.318579237442464,50,4
2.96089543700216,0.188713031884161,0.278538013342768,57,10
0.494982076668015,0.00020215603828083,0.593802403425798,75,8
4.17191457332603,0.384329404364585,0.582642298890278,75,23
2.28819663322689,0.00895287179027505,0.54281006520614,77,20
2.13650254916862,0.674931849024984,0.0729004524182528,74,25
1.63086125496318,0.0853935026605893,0.826518504414707,59,4
5.13049110164593,0.008166171732027,0.150165941566229,71,12
3.93243879319201,0.199162636944453,0.374728626804426,75,3
3.21826519312903,0.0284985781313544,0.555403162026778,66,29
1.6246201985671,0.200129341598925,0.754846976371482,50,29
0.545825647390043,0.691322444828568,0.461835278430954,62,2
11.180217451992,0.242022191677219,0.211017477558926,67,11
2.02568306339962,0.257491173792506,0.62296583969146,56,29
1.25433311495322,0.0654583583276603,0.557073503965512,54,11
3.68546046429962,0.0512980091746587,0.408082991838455,74,17
2.17123084421275,0.318571869516472,0.495199698954821,76,5
1.11936070147587,0.111387672194885,0.541244841413572,50,22
1.95403352990517,0.288826747172751,0.743638386484236,50,13
3.17578356655455,0.173012141017217,0.711831382475793,73,30
5.324657640039,0.0201547945862787,0.385779564734548,70,32
0.587101809242704,0.283496120831516,0.502051626332104,54,16
4.79466705302901,0.0759630483389561,0.331654475769028,79,6
1.34654760332004,0.431737468770661,0.363651638617739,71,27
2.28436442527902,0.479651418885412,0.0669025236275047,80,21
2.08376753326887,0.00409559724919824,0.110396625008434,79,17
1.50993070372108,0.000151961639280603,0.78098859381862,64,26
5.03860660767416,0.0132103658065525,0.102436396759003,70,25
3.55537523746418,0.890898464271089,0.162509700050578,57,22
2.51287265567435,0.0997544528257123,0.323519291123375,80,6
6.61108654813874,0.000359381205033616,0.14690278749913,81,25
0.435727889565511,0.340574987084594,0.844957701163366,56,7
3.3294243960462,0.491577003990077,0.912606858415529,77,24
0.806192587860825,0.0477826061457293,0.781345474533737,50,7
1.90227658924314,0.159731635045103,0.555161084281281,66,15
2.53342153435525,0.00802121937028715,0.560802059946582,56,32
13.8934324768619,0.322905541766305,0.0929175417404622,59,7
0.787293740572172,0.0135195626146112,0.878615384921432,73,4
1.09745538793524,0.652098071428917,0.237300526350737,53,31
2.9868244179578,0.00196701462510958,0.805528442375362,80,23
1.04723645703463,0.154581365340574,0.28246830124408,76,12
3.25955694431677,0.359192166795989,0.741788755869493,71,11
6.28149181131805,0.218933193857976,0.669302575057372,60,15
0.26079483532252,0.502865447106876,0.129787954268977,81,22
4.41011069904272,0.023264557091783,0.0307569545693696,69,5
5.99173840200819,0.00906792303967564,0.579601383768022,67,29
0.540210314595998,0.0447154155193102,0.845845928415656,75,4
5.07748822181157,0.00722196640878681,0.189208286814392,50,5
1.48574099076072,0.329433614163228,0.436553075443953,80,24
9.70292540121333,0.00142530750164324,0.553823661524802,54,18
1.38861428457687,0.151779713039952,0.476316261803731,68,12
2.75951760900383,0.00318301159251667,0.00223737698979676,70,5
1.64780458230615,0.0208346404657674,0.289816920878366,82,21
1.06904045724054,0.275588422375673,0.387902987655252,62,13
4.90458879262582,0.124963375023781,0.109495608601719,63,12
1.21402711541177,0.0178966867555703,0.711895629530773,75,26
2.34057411401457,0.833247133788038,0.028168443357572,75,26
1.93976924112974,0.030556087256032,0.519286923110485,55,21
2.24990461218001,0.0122706064025325,0.228283101692796,74,12
2.49021529117052,0.163939256466367,0.744604701409116,77,8
5.23896105398107,0.414681226056694,0.058811548165977,72,29
0.923550257630412,0.017431464741465,0.791994078550488,65,2
2.59283836607006,0.286535293361205,0.336130337323993,63,13
0.70415763787786,0.288064766443781,0.0289833296556026,63,26
0.923399488838412,0.000112821586417049,0.954055864363909,69,13
1.6045125087687,0.252619586493744,0.953568913275376,69,6
2.16963226717537,0.0054344489459472,0.553661906160414,56,32
2.89908773060457,0.763873281424808,0.896893613273278,52,11
5.14172258064528,0.00455496201124009,0.660689756972715,78,26
3.51644526492439,0.273442259528887,0.225548156071454,63,7
1.82321785102421,0.0344696028603751,0.014895805856213,76,22
1.76197485575623,0.585606909755588,0.65761651378125,53,7
3.32691650645593,0.164029086173419,0.543550466420129,52,32
2.36626911432584,0.00237001620297703,0.0930958790704608,60,11
5.23829462876148,0.0064715875900169,0.872440795181319,56,23
2.2186612174797,0.00677655755235967,0.351523314835504,57,25
1.49858130213191,0.0817315443377672,0.0854790101293474,53,17
6.82790237707767,0.057279618898832,0.952596017159522,51,18
0.735170349590448,0.0806151126960693,0.619625624036416,80,12
1.68863525249494,0.381746490400738,0.172961368458346,80,13
1.84156864819412,0.0298113450639352,0.348120267270133,68,24
5.3538865038717,0.151939581711394,0.610887679038569,75,26
4.34767443751953,0.132774286648307,0.386699632741511,60,21
5.17356487142751,0.219860500841676,0.364786660764366,67,13
2.09869536547532,0.000802076668399869,0.809338178485632,83,18
4.66849811145408,0.267904888034982,0.539217112353072,53,7
1.91718764499189,0.0414351564658377,0.2263916679658,63,18
0.984864558702212,0.00388617069485021,0.427502230973914,60,4
4.19181158944104,0.356177690371486,0.626595561159775,57,3
0.909214258769064,0.0542309492954682,0.353023342555389,76,13
0.928068855452611,0.216882095337924,0.934803354786709,55,17
1.58144635214409,8.05971812953782e-05,0.272213911637664,77,1
5.58829200560818,0.650327095897117,0.693801425630227,78,26
2.14535324414146,0.195556499794192,0.109005457023159,61,30
3.04413471600651,0.089664434577321,0.0984038659371436,80,32
1.18404522975025,0.168007608993067,0.460571669274941,80,25
1.67915684026146,0.152504110896329,0.349156780634075,51,16
5.43944831679545,0.00391796406122786,0.35623267525807,61,24
5.70942192528466,0.219537933043268,0.12352699181065,50,19
3.21173140676895,0.133398714981096,0.0544987665489316,60,4
3.58031493983482,0.206927836558092,0.380630985600874,70,32
1.42180059003246,0.147570745457745,0.28707893169485,69,2
7.19966080312074,0.0887242673148938,0.534783974755555,64,14
2.74076630231804,0.310033037886373,0.302142754662782,56,17
2.63226604452613,0.0678751700397314,0.998085403349251,57,25
2.9569057211921,0.319460334261772,0.565492539433762,72,21
1.70335202176886,0.0739498335370852,0.907822413137183,74,30
1.70498622028213,0.32953724602935,0.55961688910611,54,17
1.64585795084076,0.00805000214261632,0.576712896348909,76,20
0.10491080946874,0.397606409979064,0.335174875333905,53,11
1.91639063548133,0.0667183050720783,0.0976099174004048,56,4
3.36269102016143,0.0942048340108201,0.0256591027136892,81,31
2.34199966739385,0.225934014995305,0.868656213628128,59,19
1.49180812257602,0.665952446631591,0.688389669638127,78,29
6.48075286313474,0.452014881504366,0.791226619388908,79,5
3.7081899495589,0.11205635642669,0.860690912464634,70,21
0.795685986677814,0.00169557852456167,0.564813969656825,61,12
5.19374220608139,0.1540572343518,0.512872534105554,75,5
1.0093282258241,0.0473723516980901,0.456995526328683,52,19
5.35574510610706,0.443628792580046,0.900799290277064,81,27
0.670117236740817,0.00721750378835339,0.392367575084791,77,7
3.49908727593685,0.333856138667326,0.495176577940583,69,30
1.88089883623063,0.0275628466644759,0.422875793883577,79,21
6.16731911998927,0.0910314874677714,0.939000271027908,68,31
1.81982331323035,0.810103155178728,0.431217365432531,66,2
4.068283478908,0.00295218592309727,0.365176504710689,65,29
7.70723354042433,0.142960263359879,0.286499292124063,72,25
2.80311768201457,0.000134532615080079,0.247734099626541,52,19
5.04003269559718,0.0634228170996878,0.826326149748638,82,21
4.87508579591126,0.835372569078635,0.696064255665988,51,25
2.31527365308861,0.308056033407138,0.282832787837833,68,3
2.46075422989209,0.0653163545091353,0.128801669226959,53,19
7.79403191530269,0.657937681019858,0.843127106316388,62,1
0.738091362705914,0.802356856934735,0.460672340355814,52,6
0.743607932841884,8.54980872662545e-05,0.525835799984634,58,10
0.471338074005816,0.000683276962208482,0.829670676728711,52,31
3.03543157762235,0.296031091362813,0.581413574749604,83,21
0.9658701474925,0.119061313224898,0.602250314550474,56,4
1.21939653437494,0.000515171005006933,0.77516424912028,83,10
0.613905092975549,0.198329582007647,0.264528220519423,55,12
4.62173637691327,0.240397914173987,0.564002716448158,59,25
0.697721160334668,0.522595200660189,0.663390726549551,60,19
1.55762271255243,0.14262148143567,0.356668560998514,52,32
0.832134618412726,0.218801808611816,0.807018105406314,70,30
0.72301490748034,0.255827655052406,0.451092229457572,68,17
4.3323583568765,0.0293879651445346,0.744637120515108,53,12
5.88505213680887,0.0372062159954027,0.668954269262031,64,2
0.858626719364375,0.207899408206547,0.753468621987849,80,8
2.96530541326988,0.323860571335721,0.888256542617455,78,22
1.33135981331232,0.0443604490192745,0.305821582209319,52,12
1.19050806994341,0.7879689322493,0.9187420331873,77,5
2.44948307532973,0.00185232947339828,0.270918172085658,79,21
1.28482766915861,0.0241985670372502,0.435561142163351,63,20
3.4691758741406,0.599636180779276,0.361944085219875,68,11
3.63176749611502,1.23684437458927e-05,0.922828994924203,81,18
1.82713877371645,0.540580547526814,0.0377175402827561,54,27
3.0502978299078,0.000164617420827379,0.0126057276502252,52,14
1.81742457738745,0.0268792958854116,0.433104300638661,82,16
2.30867471933297,0.151783941963386,0.41802401188761,76,27
0.915423546896997,0.0732978471191033,0.505343277007341,63,27
0.420073582144504,0.028294951398528,0.870692990254611,72,28
2.51680760234804,0.0364591695375206,0.235787071054801,61,6
1.8538488438303,0.168387035347454,0.274419805267826,60,9
5.9195913480814,0.0595396135057358,0.522770824143663,78,10
5.18112016894321,0.345533046746369,0.920439511071891,62,3
1.93307026372604,0.844348912734419,0.920892050489783,57,21
2.3401372879325,0.249768405504589,0.614037278806791,68,28
4.10364485631753,0.0204496233503672,0.259019740158692,76,5
4.38256410285698,0.394295009281125,0.636188650736585,70,7
1.84714698361257,0.0373562241197547,0.980639190645888,81,9
