"k","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2"
3.14994739180915,0.244482793930791,0.299595215125009,62,19,109,1
6.40017290760152,0.134980807517034,0.352152435574681,72,4,140,23
2.34770549944405,0.0237498987310518,0.4698916610796,79,3,126,14
6.72737427355731,0.578771870473812,0.257933637592942,68,17,127,2
1.75385061080362,0.124815480281864,0.862296741688624,67,26,127,23
9.2316996100426,0.000421768246899314,0.364654791541398,76,12,113,20
4.30770144549493,0.727206896060277,0.332600574878829,76,24,135,18
1.78336355930202,0.0255644297072331,0.201682504499331,82,14,142,21
3.87819858022513,0.000104722107079178,0.916614738060161,67,2,60,8
3.12763875904958,0.0616604213953077,0.91729772510007,66,19,74,28
3.07835795961467,0.0843818890914945,0.535156992688965,68,9,66,28
2.65086895476518,0.647207855237751,0.42423807887966,59,5,132,19
1.0939610080509,0.444113210086778,0.088095254368555,81,18,57,32
1.71946205859822,0.37739636463934,0.263559204060584,69,1,105,23
1.3529584073496,0.878607604782451,0.498953915201128,80,24,96,3
0.482971710593487,0.188243531555597,0.660623818868771,63,30,116,12
4.94255841143457,0.0176490876425465,0.885665482232255,57,32,140,31
2.90384793323078,0.038464873821973,0.486499952850863,55,2,99,30
2.03528322100619,0.380278492789003,0.680905915598631,80,22,133,14
4.93479093045874,0.338658796684948,0.594599866308272,65,31,57,3
5.38941523800895,0.258858235007201,0.905939424177632,74,15,127,21
4.24519394101982,0.0689302000601328,0.474105944007553,52,29,105,26
0.261390383205893,0.0156131387589271,0.599901908542961,64,18,77,26
1.60076482274198,0.02265552093776,0.153793772395907,65,20,50,31
2.57722285497612,0.00338505876730246,1.99632698456154,56,21,102,9
1.72870170493384,0.474364134846673,0.615967506309971,64,20,96,22
1.4117865268407,0.555398274569076,0.249955035047606,68,22,51,21
2.01045383394926,0.0968936096205387,0.765037709148601,83,6,65,11
2.22530244326288,0.0133216298894717,2.05795387728613,54,9,82,28
2.2045839461789,0.30054517540858,0.300240443786606,66,7,121,3
1.8609577837285,0.0433821769075378,0.646902471780777,79,19,75,3
2.03498590334963,0.516034750422543,0.268751745345071,63,7,90,4
3.07742028400288,0.00768924764187771,0.565901678986847,71,9,59,19
1.47158606001324,0.590921891217001,0.582039800705388,81,10,106,27
3.1286107413474,0.0682441171283077,0.392342653125525,68,2,65,4
1.96486257097693,0.186212519748488,0.6878971750848,66,14,105,13
0.555704864071285,0.0728484262057942,0.934849242214113,74,4,117,10
3.1736681201572,0.676076188974221,0.199859933461994,77,32,110,17
3.94541708883918,0.758209874888377,0.399356325026316,67,23,108,20
