"k","k_scale","rho","dispersion","tm_ini","sn1","sn2","sn3"
325.498965418216,2.50079797485537,0.203955960107556,0.637940689921379,89,27.6368266595061,3.15364935137425,-0.028298569672829
114.268119117347,2.44103111224172,0.117212740251692,0.124943052100061,82,26.9238554466815,2.89196276353377,0.195272540746707
224.526269971816,5.32332552768826,0.178155181636901,0.976828648243099,76,26.8275405038742,2.86272428518303,0.417491016102948
243.697183923727,4.68961291768362,0.56629636692779,0.77779069612734,67,28.5435250706799,3.37819937024678,-0.346383464769782
163.507250975109,5.04267567656155,0.0583939843711295,0.465267767505175,67,28.7662821762363,3.53647565916421,-0.362746070108008
151.279720471152,4.31986559477881,0.00709203851610958,0.114499512594193,87,27.3023864830723,3.35473814833514,0.0875097195716112
257.415079173942,0.447285793284027,0.0378249930313216,0.734911430626494,74,28.6208262862105,3.86279584349292,-0.626234819379382
259.311445335906,4.40092768782416,0.0237447391577424,0.426831159783311,73,28.1713215333871,2.98806175774786,-0.0116374480575825
157.336161056032,1.73023783597545,0.273804426561691,0.254083169391379,59,28.5531214801109,3.18110289939201,-0.174023584705568
159.122350816601,1.3771648045207,0.00611686646278283,0.519349268037049,74,29.0822873447688,3.36441147746549,-0.474728475570502
180.585170428655,2.25011120423357,0.00158070941638922,0.171336056664586,89,26.9880227737236,3.23872226058828,0.265099875849598
165.425623974144,1.55190922270157,0.0934184609961739,0.485532461199909,90,27.5985785803628,2.93434900586192,0.0335907094447344
299.569461556851,2.74874524499348,0.041013672867814,0.221816761186346,70,29.8245012395072,4.28019484801854,-1.322823408676
234.626314618002,3.29434355173162,0.256124751685346,0.851461790967733,82,29.7970029759439,3.97262547990904,-0.915323010008593
238.461025970423,1.14320726180505,0.0205610991104422,0.707025085913448,62,28.162484733304,3.99239219708104,-0.527490920377425
288.036413926403,3.71177307312414,0.986085890237034,1.55917580169281,87,27.4405407043895,3.27463031046553,0.189944402813178
282.765765314958,6.11509530948937,0.919261751375191,0.616024750705149,83,28.6427938405574,3.65266756998908,-0.513516810677667
227.152235253512,0.659994501114116,0.00350256784416872,0.523994830204174,68,30.3220263060928,3.87250484225239,-1.10599544117671
159.900293134961,1.32406047981691,0.038461568335763,0.282761034090072,70,27.9342113371862,3.42905345598691,-0.190810623742718
284.667392082284,1.2212987535015,0.0178012289641837,0.45837712722636,69,28.9570539969615,4.0525114991236,-0.984734916278406
171.089141020475,2.66971849466327,2.39688126715029e-06,0.626704172231257,81,28.7456206876925,3.34578525663081,-0.457479490555564
221.566790986198,3.621844102857,0.2465789828732,0.550411444646765,67,28.6116895017108,4.07071551616855,-0.902236653065914
158.635261511746,1.89722065268342,0.00578724696822233,0.557645180728287,71,29.5588373922288,3.53879120096798,-0.739667895655698
242.0676838198,12.342720882396,0.0194491444216691,0.327116980450228,87,28.7706840443353,3.06689828466731,-0.316925107114444
137.407627550246,1.39029534135232,0.00426519336813912,1.02305484185863,86,28.4420849605967,3.2790344836765,-0.353871791427589
156.178837037742,1.73304550624703,0.0264970393979851,0.728585990145802,60,29.4838068621431,3.51562939407666,-0.583611516259324
256.522901183994,4.37297327665754,0.886279664630307,0.306052108122849,92,27.731637445171,3.75033117313999,-0.202078626911573
224.93640297615,4.72601428051025,0.0146011991130452,0.648679923731834,69,27.3457102118764,2.99719752553125,0.256162486391499
238.411951765555,1.56579135373658,0.0499680271609337,0.299032205063979,93,27.8711417852602,3.18287651685095,-0.151585149535303
313.445334593023,2.07753606410546,0.218963119697269,1.37148600041896,77,27.3871183211962,3.36518977402127,0.0269132770526279
123.907801746787,1.25740047874461,0.321804385155723,0.863012920599431,71,29.554157041308,4.19380824999502,-1.06800566756042
188.408447444506,2.12999874375801,0.247287550972719,0.794051533001925,85,28.4708174746034,3.28933707616679,-0.396015569936057
237.738853788801,8.66813276214255,0.000191008080493739,0.637520192889497,71,29.7648220702388,3.41386947133238,-0.780518432054965
224.980044495988,0.919306967348361,0.307760701545302,0.359122475598573,68,29.0736108518247,3.97073150447776,-0.947929952490121
189.007193965974,1.60879499446798,0.208829270477722,0.692121714586392,67,29.1766589667706,3.09438955264837,-0.367080032106829
139.369749761699,3.7470685112987,0.0890988672103885,0.707033387819386,72,29.2254445498783,3.49568803899641,-0.77013220966498
179.059479344976,2.79676377311472,0.193418315403148,0.948690669378266,93,28.1997989819854,2.97151256687376,-0.118802985761381
218.436427058547,1.98781369189112,0.00763354777839289,0.678863181325362,61,29.8469436643513,3.75458888120275,-0.773473360834922
158.423151465713,3.60570151554801,0.481967633129226,0.641611273622702,77,27.8886297117019,3.17893472370045,-0.03367165689659
163.662208458791,1.44819167816204,0.0357008290380694,1.09565263811212,70,27.5383540499223,2.97740340014781,0.2627046618561
175.317453587711,2.66438812194895,0.0554354678489188,0.259220522054695,75,26.9029455532189,3.09428621214705,0.35531607134412
223.628962675683,1.29879273882149,0.895604411576822,0.76073320098797,85,29.5653673551677,3.88166733549624,-0.875542451263212
347.587730415415,1.91441660840988,0.00808564881429578,0.521283189449945,71,27.6108106980182,2.85280674109283,0.192150619050699
207.12211629279,2.14383234902079,0.371856189601089,0.519105487735942,84,27.5791281162655,3.0157727968491,0.243994978493636
218.418813677098,0.516238512248643,0.276806775645406,0.59586671856232,76,26.7040096480025,3.06499944219859,0.311923885629017
219.562347563398,11.0970450407602,0.0496047019749668,0.781892514089122,88,27.9915667287035,3.36055125589717,-0.360182387547979
188.363426058342,2.33263159012997,0.955849919375378,0.749732492019341,72,28.4102238750095,3.25550080922899,-0.272364846041736
173.628440341855,5.09065569721688,0.000624079051077381,1.08315107917453,76,26.5635635718834,3.06395847373757,0.441621545956209
409.399256996072,1.4132220540766,0.73513444628202,0.634247127281024,89,28.0062151627031,3.39376506003494,-0.135297836494338
243.667583308441,2.96791176004912,0.0449689864021434,1.10907256310736,94,27.9025761292709,3.40656926891832,0.0151951989441994
151.956795097206,3.25317633618069,0.173749271519278,1.11853187139821,90,29.1107225347174,3.77878801526893,-0.583718560044902
231.648225084681,1.93846744722062,0.980830856126594,0.269343875153084,87,28.7324241369969,3.28960633123993,-0.242873869353072
258.296242320323,2.83860352142301,0.871937510362265,0.87351663177833,90,29.0062745417465,3.3832473273204,-0.490191156794095
171.393476899173,4.07015274137368,0.504157914312586,0.957835369510576,89,27.7513884468691,3.35125062858951,0.0191874682870236
233.572617153615,2.27182567951647,0.0138296517949742,0.345393368275836,93,28.2087369258518,2.82405563140802,0.00273702969798634
222.711303795611,2.2780888969893,0.047727044283356,0.888956120703369,61,26.5748090068861,3.35961424908931,0.265961246357353
184.134352831806,2.77757544296169,0.0827315960151001,0.472855265419729,65,28.6098937534473,3.47594804985097,-0.497377559060004
279.707553646276,5.49313153430838,0.0338508844605047,0.424896942917258,73,26.4792940032357,3.68485675484831,-0.101366925212377
247.563218149455,6.79466088693185,0.819573461774186,0.670584663515911,83,28.0621717761264,3.44174517248816,-0.21729268358111
155.61290002105,2.51132671210306,0.0106548549120248,0.667181861354038,78,27.3251489377217,3.19962188535774,-0.0035241098215254
203.789964241581,2.99848142934542,0.0397673012535357,0.477385546546429,84,28.1676972715361,3.44798991212107,-0.436108345673414
299.068361241608,8.3585825203473,0.394408728264552,0.687901007710025,64,28.9013726295073,3.48841060366398,-0.506092182600143
244.452548893685,0.982525259583675,0.00182188137547556,0.924380440730602,71,27.5647288582824,3.61101376467081,-0.0501768395646547
203.898934713973,5.2033769834637,0.148608735761148,0.629589547868818,65,29.622893939758,3.80306713741251,-0.752250680949269
231.193803154123,2.14833315078063,0.0170100427883948,0.635338734750187,94,28.0074427795417,4.03452717720125,-0.562348191581614
221.038989855217,5.32900261932119,0.0023211355536898,0.388920570723712,85,28.2323993633629,3.39904181106979,-0.277855710715479
122.96802769246,6.76966052401227,0.281930964545771,0.505980210844427,64,29.8097159505331,4.03692967809711,-0.868339596615327
172.518075657326,2.30638036208388,0.828114729165759,0.66558698262088,77,30.1957103880617,3.47255352680284,-0.937992490924298
260.899887212949,1.1920982689513,0.0206667205059055,0.917456066638995,69,27.992102542257,3.33407062458883,-0.192685153085146
249.205032700554,0.794111350874193,0.757986950022602,0.949957867152989,65,28.8131798585732,3.09796305755733,-0.334121660961717
442.455507362987,0.295678470972926,0.0655894195688031,0.954579931683838,61,28.8973416406424,3.6250333805112,-0.614402724329672
263.199195250567,2.50466921296247,1.30478220103674e-05,0.912698982283473,81,29.8042395882919,3.62976964672582,-1.03852504197336
238.763744892201,2.76488441153858,0.0107339644720016,1.00553433143431,68,28.3741193080741,3.0182206378248,-0.124892730902475
244.549497067927,4.67428562083307,0.708221600432696,0.0975524198729545,88,29.1797112200972,4.00302186613839,-1.0826469713145
339.117700927378,3.43028022525701,0.0319300611283798,0.170288544148207,75,27.3583716718958,2.6374959387274,0.495859311463043
264.367695082068,2.07001775392608,0.0295889752961073,0.525919853698274,82,29.2799731524055,3.62926853601825,-0.595522279322857
222.395038372931,0.894086492104461,0.00731375739805743,0.986064905999228,68,29.3922024854667,3.86957168536235,-0.88109720904409
245.704132464942,1.90781292153996,0.340590240206687,0.944487145636231,67,28.5606014921344,4.0100446309475,-0.657215831500052
169.868485276811,1.64276139370711,0.168397393882078,0.797872143331915,75,30.7214452269361,3.58247067973231,-0.958419664840348
214.791759363307,4.46000423839992,0.193033914757842,0.649107104865834,70,27.0844083311865,3.18955764936195,-0.0412119475141885
166.188670539162,3.05058357342977,0.70746606919614,0.821245573926717,79,28.3486610543051,2.88526425738147,-0.0608141804363755
141.846578920843,0.719370282263766,0.719336982388144,0.753035767003894,87,29.9189319454577,3.87457774263574,-1.12753840802396
189.377915431951,1.89597141369372,0.36563160825398,0.385550384975583,80,27.6265778014662,3.11144665774303,0.00122328581432118
283.922317310783,6.39563005034419,0.0847387313833037,0.945728905731812,64,28.5988192277478,3.49650078286287,-0.590053064129611
270.810250223759,5.65070448239068,0.335511650515204,0.926840776810423,66,28.4102218332487,3.2808609865285,-0.259303454078271
230.726527014207,2.88155780681377,0.439739429760636,0.620730279246345,65,28.8295195761143,3.81385786766399,-0.629399332961684
167.762171439428,1.21999348998673,0.61366981017643,1.03836850768909,66,27.1816878928426,3.38525365662171,0.00770073725236942
194.419059033339,2.58949294002242,0.418720543883897,2.76993408646937,73,26.7281533575322,2.65638123386803,0.658935042940687
304.243217436473,1.46853836345086,0.00205755764503922,0.425120284275147,76,28.8618129479157,4.04442051188205,-0.92061576162409
207.515022255259,9.75781596719748,0.899611296584429,0.368224530956938,61,30.0764367966395,3.65618156184268,-0.928780303416681
235.647348273979,1.38576335141089,0.125443413478138,0.339283732386215,67,29.6146305836778,3.91256782505934,-0.920153438334028
242.712419097125,0.440936153942425,0.0779541625674983,0.504710342735052,87,28.1280112260686,3.09026383279933,-0.111184001905995
205.024334721753,1.17861701904315,0.00426295553503014,0.316791091428732,74,29.7009933488197,3.71481313837199,-0.841707662237979
240.889800487399,0.647878455010229,0.113348223337097,0.315443218496384,63,27.7191464853234,3.13265291646848,0.135545757826141
180.155711514592,5.34663429573952,0.25141318330222,0.929029353661463,60,28.1639862447725,2.74318864890253,0.100938998175433
170.835162773973,3.38529716594651,0.444323864811327,0.995442079845816,66,29.4131585347118,4.07920384712878,-0.959271116408493
134.241960291457,1.66555910224852,0.175352905016315,0.426748947473243,90,28.9701785253046,3.66076973469539,-0.659326099553628
241.166605404521,3.95054932764017,0.00749998863543178,0.594881833618094,80,28.6542032648381,3.80988671740063,-0.607344339031506
364.480044720747,1.22265006718125,0.164833699100593,0.68348891986534,72,31.0045264048797,4.30006563191463,-1.64440634228795
350.163218976064,0.87507635728753,0.0433095867152412,0.22525506420061,79,28.4799744688889,3.48183656302518,-0.483345369060992
198.17583559565,1.8893041900031,0.708198776045468,0.792482319986448,73,28.3941844063421,3.44484059001892,-0.351811698480628
151.791356667,1.32301546066845,0.296233022713767,0.192336375359446,75,28.0082175261523,3.14445804675909,0.16127851450767
198.844792898464,1.62112363060103,0.755671855975384,0.594438083935529,84,27.7804288013921,3.61084827898347,-0.227266466967151
292.757948461612,1.47006892869385,0.102866003894127,0.572929991642013,93,29.493844332063,3.55480893140024,-0.702678311154061
241.239549458181,1.29477283167977,0.272289444448299,0.219524888554588,67,29.2838338328223,4.18322159334852,-0.973754692010224
288.453848215141,7.8950411123451,0.131827357582609,0.744474175457273,82,29.1211182636989,3.34938555895919,-0.508690432625081
293.420888029183,3.42154527301195,0.0983650323141105,0.650858778739348,88,27.059347993707,2.89415290930011,0.48587020128903
255.688723125145,3.04961498794355,0.108155415247661,0.744276298210025,82,26.9347290024302,3.10937132621075,0.173886487822019
157.397738654948,3.41000271086611,0.00298715993931715,0.878234522749583,90,28.8479736631792,3.72501866835763,-0.682266199191946
307.9808528606,1.428457875734,0.108297869497115,0.356561714084819,93,30.3047272406624,4.02024570846139,-1.09775798661391
114.239992173533,4.61979547052882,0.0465589599787281,0.935666413744912,65,28.8623429746956,3.71743124796347,-0.68308804576913
273.453502116565,0.971944532124969,0.680437947128699,0.696543106469211,91,27.5924841596549,3.11505791790317,0.170173189918015
159.626240908534,4.43680424673041,0.0406683178425162,2.57634206475531,64,29.0496962623376,3.75135006065618,-0.720355303130946
184.497268209316,6.69948860192866,0.00661313091815665,0.586841012127007,93,27.8711417852602,3.18287651685095,-0.151585149535303
329.422487180606,1.326351742823,0.528904787906051,1.17293971524939,61,29.7307890260417,3.41355344736083,-0.677718771646655
193.209513793708,2.07774719919561,0.442523386943848,0.570023251478114,61,27.1355940407603,2.75387671261239,0.403314427796404
189.952904092502,3.84876159262755,0.186226698435209,0.47164270609632,67,28.0580004390579,3.16578784903206,-0.0432458912734724
90.3301675088685,2.40157413541437,0.37123371810977,0.523845341987908,76,26.8638094821881,2.70700509197858,0.50671824875869
254.359034324737,7.90433144767858,0.0277949700835699,0.787278497591615,70,27.2160078213623,3.33989794829983,-0.118992062000267
177.012957492765,4.35961289446278,0.128126100775011,0.966739516006783,83,28.56350480021,3.13807735422841,-0.137635643368737
239.786676677589,1.01129042838179,0.0899116783388161,0.531674014637247,85,28.1607903235002,3.33891525659753,-0.160779489430696
235.702009566379,1.48556584482743,0.114953932695401,0.499889264491532,73,27.327909133517,3.37451714586465,-0.0524700252502301
190.754422479267,4.98208617152313,0.925871944948107,0.649459553631945,85,28.4146004974713,3.13644088477082,0.00956459547848826
187.094852262937,2.84881044143272,0.747020637496492,1.56970410669624,60,27.7835447651708,3.75424252908309,-0.430496451054029
127.263933222122,5.19589267282181,0.117333059976933,0.867498048115522,71,30.9381782362213,4.24163009351424,-1.66810248422398
150.195603581754,7.58941476341225,0.745495695116047,0.373032026768347,77,29.5245627482767,4.04195678476591,-0.995893400400228
212.311780905924,1.01959392025545,0.808031910983245,0.588450114242733,75,25.9988401160895,2.74340125938211,0.875467139502305
273.598975314919,6.87578089055358,0.986822585598243,0.414038151071851,83,29.4739188109322,3.29303475348369,-0.569462801333864
