"k","rho","dispersion","tm_ini","tm_ini2"
3.07071335343606,0.275023000354428,0.910401623463258,80,101
4.80047659794773,0.151600135707242,0.62023325660266,85,137
3.48714532429293,0.182534540057014,0.398931156378239,70,81
2.03113953686942,0.267872418292531,0.955596749903634,91,111
7.00964011277885,0.206840325388111,0.0469616565387696,102,94
0.724833848882289,0.750559178145098,0.617392712971196,72,85
1.18290478434872,0.0456943142251608,0.0985589392948896,83,116
1.63262549202539,0.0576253824769096,0.595586985349655,99,129
3.27241471524181,0.193297555575533,0.254277372732759,80,102
6.33216840236269,0.0896211661248935,0.734470419585705,93,140
2.32707817262469,0.00302211451014748,0.513063810067251,80,90
4.65687357942736,0.6702616228287,0.601664985064417,95,96
2.30759252945032,0.00491752287563476,0.880065790377557,78,89
2.62473761412718,0.385866064782636,0.0817067679017782,94,113
3.27407470836245,0.156553011061795,0.177666797069833,101,114
8.09862912586521,0.477035351065124,0.844232108909637,87,134
0.58288154315568,0.011412273611539,0.951615545665845,84,103
8.78106905910667,0.682257455872985,0.722035486716777,90,136
3.17694126865642,0.113292415196213,0.0800555967725813,74,121
1.85491223422869,0.926427983098042,0.790063994005322,81,87
3.46832603194113,0.159712602520012,0.276138099841774,70,82
3.85951749885581,0.0139888212511228,0.0530608065892011,77,94
3.67492511640063,0.93801930991987,0.0950392049271613,80,121
1.25437204713041,0.000370478938674416,0.451865413226187,80,89
5.91941027034227,0.103030205708898,0.0340252439491451,89,82
1.83792876338389,0.00121307923323161,0.884515155572444,80,86
6.04789322087111,0.0338172677339926,0.595118722878397,98,118
3.66895698701855,0.329190223454183,0.246144976001233,93,130
4.10728280854403,0.550875948139442,0.405858486657962,104,95
2.16264766956798,0.0468438047259938,0.911686599021778,89,71
2.41554842305163,0.0597980907750199,0.192202291917056,71,124
4.67897664343862,0.0785173795861531,0.857107878429815,83,76
2.17876738894601,0.258783836943634,0.238124302355573,103,135
2.26748262385572,0.259672758951258,0.408645861316472,74,139
4.09314236507535,0.682763929884476,0.702079080510885,88,93
3.37406855519176,0.654286773481966,0.735487657831982,74,134
2.00730443505508,0.642531719218125,0.944304068339989,104,124
1.09380313897529,0.232135973171644,0.0560366429854184,99,122
2.27694824465699,0.0215915164105391,0.999235389987007,76,129
4.79219095662759,0.102851711485736,0.551065892679617,92,101
1.54367331612854,0.00197601996968532,0.431882798438892,101,124
1.67628949972829,0.00876481389045905,0.781936113722622,72,119
7.75659450231791,0.0301676175471335,0.367566878907382,103,82
2.6874128658047,0.649820807930512,0.53945067175664,91,112
1.85850598656918,0.0150204428426508,0.154530184809119,99,72
2.24520951250526,0.00322386934723259,0.575113971717656,100,91
2.66748739932302,0.63149798636141,0.263495931401849,97,142
2.67074142030844,0.0341742216634483,0.0868667385075241,81,129
4.52886906494108,0.0898173174559437,0.529508777661249,92,74
1.59242778014121,0.534376968236189,0.846226645633578,99,143
3.8440045652707,0.00453561415075138,0.176871668081731,84,88
2.32747436420986,0.00213332500033853,0.113946979865432,95,139
3.99803544496857,0.00161767671786708,0.923631725134328,104,138
1.33996833113108,0.765849107416805,0.566860954510048,96,127
0.873760735846319,0.907071297404992,0.781339500099421,105,109
3.07220258939287,0.47525119288613,0.649069931358099,84,115
5.80151013357546,0.0558013633485007,0.972840078407899,71,78
