"x"
0
0
3521
4
0
0
0
0
11007
4
0
0
14556
370
11
0
0
0
0
155
0
0
973
0
0
0
0
0
11887
291
0
1123
35
0
0
171
0
10924
1076
0
50826
3168
0
0
0
630
17360
0
0
0
6
22951
96
0
2
56088
4213
65
1075
2111
0
0
0
13
93
0
0
194
52
1
1207
573
139
12058
1585
0
0
0
2
0
0
54058
2
10
0
0
0
16
3614
0
0
843
973
1
0
1
83
13259
0
3845
17
2
268
272
10095
0
0
0
0
16
0
0
2539
28651
0
0
0
0
3626
1
160
29
14
0
56
0
0
681
236
3669
0
0
0
8157
0
810
0
0
0
4346
38
252
1832
0
247
0
0
673
561
0
806
2522
0
0
0
0
0
23
0
49
0
142
0
4
550
127
755
0
0
225
0
120
50
1529
0
0
936
846
1780
0
118
0
2
0
0
608
0
210
0
19
130
0
473
545
0
0
0
89
25
234
0
694
0
73242
0
4853
0
17
0
14
0
0
13253
4264
0
1106
195
3847
2090
2387
0
0
0
0
0
7
0
0
366
1468
9745
46
315
52410
0
1894
0
0
32
12022
0
44
1
0
399
133212
1458
183
152
0
1
3
0
1
1
0
2462
1321
2143
0
194
31
0
0
0
12868
0
0
0
0
493
4529
0
524
36
3747
0
225
99
2536
8
0
0
182
1535
0
0
0
0
3
193
0
43
0
336
0
0
116
0
31083
1753
0
7
9550
1
0
0
0
9
0
312
29
0
306
0
606
0
4
0
0
14578
0
5
0
0
0
27
163
6852
733
0
0
1
0
0
0
3798
0
0
11671
106
1103
1
0
0
0
0
650
0
0
88470
0
4454
0
30494
0
569
414
0
91
1
0
0
24
0
147669
73
0
0
0
7
28
0
0
3729
2529
10
1544
1499
339
309
982
0
56
11060
0
0
0
5119
45
0
88
0
0
2
80
0
0
105
0
0
0
0
0
22146
2227
12
651
5015
0
0
28
0
12
19
50761
0
4856
0
0
118047
0
0
0
1739
15
0
8497
0
0
0
0
7
1014
138
4312
903
0
0
1815
0
55
348
164468
0
0
0
166
0
235
2
0
23439
687
0
11103
0
0
3
0
505
0
0
0
1229
0
0
0
1093
0
1830
32802
0
0
0
0
0
0
0
0
0
0
0
0
13
0
0
830
0
703
0
1
0
2131
26
208
0
2297
0
137
2
2
0
0
6
13
0
0
17532
0
0
28
75
1014
0
778
252
13773
400
0
399
20452
22247
540
0
910
0
0
4892
694
0
83235
117
2
20928
1345
0
10721
0
14603
0
0
1
83
0
3652
1080
10796
0
12
1
1
20
459
1423
310
51
9
2168
1
4795
0
313
0
28028
0
0
1
0
0
39
0
0
0
2099
1
1133
0
0
7
0
0
990
8113
653
11567
1704
31789
0
0
0
0
207
0
190
0
0
11610
0
2512
0
3313
317
3103
30993
0
0
0
101
0
207
105
2
1328
0
2623
6
32820
57
148
0
10
0
93
0
0
3
0
685
0
0
5355
0
0
0
32596
1010
0
0
57929
2124
0
6178
119
0
0
0
0
4907
0
6656
0
531
0
19120
0
0
0
294
0
0
0
2843
0
1
6261
3911
0
17
0
0
0
0
45
0
199
0
0
0
91
0
0
0
6071
0
421
0
4
19198
0
0
123
0
16537
0
0
6770
0
0
337
0
0
0
8252
381
0
0
0
0
129
1054
23833
1365
0
1761
224
5
0
0
1041
36486
0
158
33
0
73
1672
0
27
1014
0
0
0
0
0
0
16176
0
3022
0
0
3365
19768
430
5036
0
0
310
329
217
4
424
1609
0
13710
24582
1858
311
0
0
0
0
660
8043
0
381
0
126
0
0
0
8
0
4804
0
622
37
5
210
2552
3787
0
0
1
11385
0
1721
5026
0
0
0
0
0
0
787
0
0
1
0
143
0
321
0
0
0
9166
47
0
0
3
0
4871
1
195
3517
2167
0
0
2047
7
0
12349
0
10
0
803
15312
73
0
0
692
13398
0
0
0
0
13
5054
0
391
42902
0
0
21562
0
0
0
0
0
0
63
39267
0
0
1655
0
460
43
0
0
6766
1
2746
0
0
0
6624
6
0
52
8
2686
1810
1451
1
0
120317
0
0
0
223
0
2578
201
14862
225
0
7469
0
18
6756
6
0
4668
56
41
307
0
0
50928
0
252
4
1968
8078
52200
4
0
4
0
12127
0
1322
923
0
0
0
0
18
0
0
0
2
0
7796
0
6241
4806
1367
24469
145
247
53915
0
11411
0
272
15743
2314
0
2
0
744
0
0
0
5
0
45832
0
19665
0
42
1051
6
79
6392
0
0
172
1
0
0
0
68
9740
0
2387
0
0
129
0
0
52827
4181
0
0
0
0
370
2
0
0
2297
0
4813
