"x"
0
0
813
477
412
43
2
3633
427451
0
798
269
21787
7574
0
0
20206
0
24
0
98806
17496
2753
114
15361
924
0
4
682
87824
38702
1
31
43161
186579
0
0
7
2134
96287
0
15603
29
2
15235
0
333568
12
0
316718
895
93806
1570
29
2447
1564
504
302436
3053
4
6
0
1
0
5
135
41
289217
0
0
3
0
19
555
364950
26797
131289
0
2773
58
5
68
193
6
3959
0
1
53995
350
116528
2320
348
10
1370
0
0
425127
1606
0
117411
0
1308
84569
0
2
1295
21446
89537
919
23
0
0
557931
1270
0
0
176034
3
0
12587
0
377606
0
211
6
29
75
2016
286687
0
667
28
0
1
91
0
0
1
206
0
3
0
6047
0
22
0
185
3862
186830
175438
0
137001
318568
15
56
0
35
228
0
11
85058
0
67256
0
3155
0
67
19593
0
46
265260
0
0
28
0
0
45
0
56
12
0
6
106
138
0
0
3
80130
17991
0
17
0
10059
1800
2
11053
113
0
0
0
7705
180560
0
5048
31
566
1
417451
11682
29323
17
16
36
0
113414
902
5
244547
114
7
0
695
10867
4
6
0
12
0
27
47007
0
1
188207
865
0
0
28
147267
11
42
27000
308
19
17438
51
386
12
323325
0
0
227124
15
0
8783
0
46754
2
1116
0
0
0
0
0
5
0
36045
8505
51581
8587
375
0
3767
200
0
0
0
9
1742
706
0
501
200532
42
0
72
0
0
12
0
27670
0
370047
0
148651
1135
0
83
281818
22148
94
10
0
328699
256
5
123660
65
0
10
102262
93563
0
0
0
764
3666
165
119
0
0
3
15
7768
5
3396
0
1355
35402
91248
0
2513
947
5
558
2
447
70344
3143
63814
6
3
0
535579
1112
0
107
0
0
106279
0
0
53
5
0
0
199
0
6
0
4
2325
0
126
16
9
92
0
25
33
1929
0
10327
0
0
3
0
287
0
0
0
0
0
631
92781
6
1795
0
9
0
0
548
0
0
5028
5
4
0
318
21
239678
5
112776
188065
0
7
0
409
1
1296
324684
0
0
231566
0
308743
3899
266
1290
190
27
19156
0
568
9
16954
21458
0
54
0
42
0
12767
15753
0
32
39
71
0
52233
1368
0
10
0
1770
111
314125
69647
227115
28
5
15520
46169
115945
3217
268973
148
709
0
102
0
1882
72611
764
175
6
444190
64082
0
5175
8681
2
0
15
1817
100
177801
0
0
2367
0
20
787
0
16342
178886
71026
70964
30745
129407
6
37
44
9
2161
2
3
0
21745
0
337600
2
70792
42503
0
0
121139
0
0
516730
4487
20
49
51647
447
999
662
28
0
0
0
1519
4202
28932
0
0
0
0
180
23
0
1
3264
17
1
1
192107
9
90687
0
0
539
1
313
58
1
9
0
0
0
13
3428
612
49
36318
40
1225
5
209
18
125023
120
464
0
53
0
94722
52
0
0
92
13273
74
998304
0
580456
0
14
0
0
274
119
2
17
112938
4251
6715
648
0
346
0
0
19585
132
0
3
610
12
1292
0
109
0
336
0
53
64
0
0
0
72837
7834
0
35
108139
9
9
7733
0
318
179575
3573
0
5
64068
775
0
1206
0
214
694
44
5
1
75
0
1
1283
31
0
4
234
0
0
12
0
1459
15152
61
1039
32
0
51779
25952
69096
8774
438
11
0
1277
8
0
34
18474
1724
15272
47295
3193
398040
1
312012
0
14611
27
73
4
12003
37935
51
73
91
11
0
325303
729
22060
1
60
0
24
245
0
352
718
24188
49
4562
33
2
286575
19020
0
0
91
0
43
47
157
0
8
2
0
0
6
24
391
0
0
279168
16173
10
0
0
264
4
73539
0
0
38
8
3
7
41278
69824
208993
11
0
41299
14
1213
626
124
3783
11708
0
25
0
22245
56
1101
6
3822
1425
63058
60
0
15536
1991
578
13091
0
0
12
850
0
28
1139
2635
200994
3561
4702
90376
0
7583
20337
4
7
0
1
7
171
76635
0
0
0
527
20
209
2
839
6
0
0
0
23
98401
102
68165
0
27
11125
1704
899
3623
0
0
2
0
60
98270
6426
4
122713
40645
13
0
0
0
3
3055
0
11204
0
202649
37
0
1
0
470
83101
113
2889
133952
333
0
364
0
0
660
7739
347
0
0
11
742
525
6019
1
10679
0
146095
0
7171
374064
60
186424
175130
157057
83
1545
36
92
0
82
399112
14
2797
1
0
109
0
8949
0
2382
4
0
844
0
54
0
0
3
27854
47309
23294
440357
546
187935
3162
8
0
300
1377
0
0
4
0
323713
0
0
10
9
939
193
180800
51
85826
22263
0
33
0
1746
78
23537
1161
1
4273
1033
26
499
1
0
0
0
0
0
0
78952
0
6027
4
0
81
0
11075
6
0
0
0
0
0
0
6
0
0
48613
0
