"k","k_scale","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2","sn1","sn2","sn3"
265.358725742931,3.04967953051728,0.381247035532274,0.273382627727082,82,2,104,10,27.8663112393516,3.06312257649605,-0.144635301540354
194.222351405598,0.649458158277323,0.339529059720618,0.167351349280342,59,11,90,17,28.1788309084925,2.92328807267101,0.235818857218244
222.833509092321,2.68447078184276,0.00962613015783882,0.0930730504218027,53,27,118,12,29.015076599923,3.98499166833219,-0.670128688872515
248.994526626886,1.73728428698672,0.0490259288731911,0.379706106381056,65,26,140,12,28.9912416003939,3.70102014158596,-0.577488724577211
337.56628461624,0.686866124268301,0.455384423284158,0.0903348734517578,74,31,101,10,28.2846639787545,3.33212982449314,-0.0964771310491602
202.827789347523,1.24301703882258,0.296975564353852,0.0697237818967551,59,25,85,24,28.5355061189633,3.23474582773327,-0.109393000900573
215.101106103032,0.872943077535816,0.263686403241108,0.542047853162124,76,30,115,16,27.7391146583224,3.355960284944,0.0335339193530936
212.27367541545,3.70681458487169,0.248640456434669,0.406303546511,83,23,115,9,28.5693164246004,4.02411660894366,-0.852011481908051
322.15402446282,1.23670906252938,0.0250480613768187,0.79090501065366,82,2,91,18,27.4129775605105,3.19797942976646,0.216996861593544
307.39707248799,0.685177068326685,0.4706970986853,0.431373566466754,72,24,116,30,28.4794547416524,3.1055719851889,-0.262647549728149
215.062073129583,3.18786861891884,0.365565887222703,0.589785786578432,59,16,137,24,28.0798772211645,2.86003109544669,0.201782462200697
231.509220388146,0.465095673929779,0.0627499393648139,0.870285980170593,61,22,124,30,27.8098527216739,3.52808723978734,-0.273492242142342
183.449065210351,6.5059839065708,0.957753246424528,0.181533249311249,74,19,83,14,30.0937975299098,4.15930362506161,-1.16133110053635
225.521620608525,1.48570826916674,0.242139142661077,0.304813771363522,74,4,140,10,28.4234805176333,3.40321178666395,-0.307359437333733
135.447375320241,4.74733532453334,0.00272602528898764,0.318689142076532,56,31,63,13,26.9704108238898,3.22720235422425,0.210192645774029
289.592925313989,0.79710450562671,0.108150769977038,0.552529136184603,62,26,142,20,26.8037300408221,2.93741519380971,0.342047899310375
307.843887341848,3.94703359657766,0.0139519625987733,0.120062904773414,53,19,94,25,28.2533773838585,3.64703645945869,-0.494165153167363
226.992164388902,2.55436167396244,0.0180704409130221,0.262745484087551,79,11,140,5,28.7917859205406,3.91808298211366,-0.676096011684545
159.402752387225,2.32899755078091,0.188901271092863,0.131061169086024,70,15,58,24,28.5873770328841,3.38158984718672,-0.40191390067203
216.09806240552,1.52499290486345,0.0499631089909467,0.256783239222864,81,4,81,21,28.1665477319296,3.36768655254986,-0.311982967737244
253.070996220857,2.3738448792097,0.241911937079089,0.245194036746398,73,13,68,21,27.8940214974315,3.33607240470839,-0.271899011982069
318.514632343291,1.44961920065335,0.199437673838679,0.636247328016907,61,4,111,17,27.6073973128951,3.94382421328021,-0.590926526458427
132.267420576172,1.35324597692932,0.616994318864425,0.115162493195385,78,9,95,24,28.2513992729725,3.54886460646348,-0.433251908490167
178.416800454809,0.874245076064638,0.0442017041805698,0.187286869157106,79,6,115,10,27.3240480369433,3.19175121800474,0.299929757851591
266.299166752514,2.03396824231862,0.288230681838826,0.905308817746118,72,23,54,28,28.5440810597996,2.85606629547079,0.0793015679994152
213.588829996857,1.14515494884757,0.103605396882109,0.413602554006502,70,15,62,27,27.5387960804334,2.94266971383764,-0.0599764342613046
166.446838594869,2.63836701889689,0.0137360876735899,1.02457960991784,83,1,140,32,28.7880713395571,3.34843471129348,-0.447002078986469
196.548139840505,1.65476260928858,0.174559930759858,0.441715960756197,63,29,103,25,28.2399760757387,3.03139622485034,-0.0953061249950082
286.707466636054,1.8276338810814,0.00433315300350502,0.331731762268162,83,17,139,2,28.3406003695579,3.02235920942359,-0.136686956146052
304.513110367153,1.58481170615187,0.873204651553414,0.276572624652264,72,9,129,2,29.0150159258304,3.83905141053325,-0.90958973874475
237.339421531006,1.57572361603745,0.0353206946405923,0.697304143803194,52,16,59,7,29.9586360944485,3.8331478223563,-0.958455734162869
237.734036791087,3.067128137976,0.673502379382651,0.342857456862981,79,13,109,11,28.8232309429656,3.32331044774255,-0.569657240569961
153.685736026833,2.57639422058542,0.0934930291318256,0.34295356599614,71,5,110,3,26.4290042823091,2.87350640146985,0.576222920369487
159.486654970149,2.89283128222776,0.0169100675241245,0.522969061741605,61,27,102,27,28.9373318869865,3.44059881807849,-0.410404458919423
191.093052418175,2.59177997809644,0.28380535006619,0.332217718242309,71,19,129,28,30.2132765605682,3.72182234313691,-0.837956845206746
210.73363151743,2.88611641068039,0.545031010963153,0.543786943511987,65,29,97,17,29.016207315878,3.9883661839555,-0.855981591012036
309.751911540167,1.24589045648633,0.0336325680582308,0.129296088591218,66,5,107,8,28.4887194686572,3.03592535145759,-0.197937262736269
210.349621998779,2.02875642007109,0.00944393455141283,0.161697644012931,82,31,108,9,29.3683639484477,4.10195316043208,-0.916163903419578
238.131074981591,1.57115815126017,0.184292532859883,0.23187386385168,82,15,110,15,27.5868647554005,2.92013922235662,0.362036338102827
214.931874108256,1.10985007448074,0.372744173248608,0.116439367950917,58,31,62,23,28.866124916253,3.32408174043831,-0.41158065203194
162.330380482947,2.42671679888177,0.351381097699195,0.281078460626304,51,17,140,16,30.6071046597384,4.01485264645298,-1.31989644354639
243.229553172097,2.16468690728477,0.0478695283820793,0.187442026055204,69,22,111,5,27.7198240418104,3.67407168146416,-0.178652193438086
331.50725080088,1.3145824332832,0.0184799952619194,0.110692173798196,82,10,59,10,29.2003884538668,3.91090068885485,-0.672026068631992
275.59529024439,0.597625897388387,0.514869633647157,1.06792942912972,70,25,81,20,27.3060780098965,2.60499739614417,0.395454334455341
150.272711016509,2.60279754236106,0.537444564852514,0.262217759584567,75,9,95,30,30.1935855820421,3.91750465663017,-0.985603655172705
203.070023521229,2.53125657113046,0.359354237492209,0.554582529225161,71,27,131,29,29.3537591753566,3.82741358298014,-1.00959579613243
279.14454064767,4.64146256504627,0.138376177179479,0.21359313486225,78,32,71,29,28.3568246865101,3.26353744296257,-0.0204847252790759
213.149417848891,0.789220388525117,0.0193940473128773,0.141624199924991,53,16,120,29,28.2587072148215,3.74696337156558,-0.435733176522412
111.792051510912,10.2627134556623,0.594856391629388,0.5878301106374,52,22,71,30,28.8633967924085,3.72141697710037,-0.684245598510444
207.247048334099,1.7918837564002,0.287025895965969,0.0904329479672015,69,1,124,3,28.9233493083234,4.01997074051545,-0.789037608277106
228.024908895672,2.97505620249216,0.0101214138737891,0.512683495646343,75,16,108,6,30.1314552265052,4.15144186323695,-1.19406766008362
163.776364823694,1.61130091274537,0.108360094722385,0.23395542670832,73,4,69,10,28.5825813771614,3.58868057982571,-0.546218277435202
174.699928483581,7.03260398301631,0.0178119719084688,0.0659050785392249,73,24,124,10,28.8737467724332,3.73515253654955,-0.439279249619154
212.67305804253,1.16566660465398,0.00859382802536264,0.210614006388101,56,17,140,17,28.242995511836,3.37017280585236,-0.263238112907824
