"k","k_scale","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2","sn1","sn2","sn3"
236.479550768805,0.722482267560222,0.0406301381900485,0.24987810331527,77,6,69,15,30.043340423794,4.28775225186049,-1.35322459600086
199.591049311108,0.327028008785528,0.816386170459474,0.324491782488771,81,4,81,21,28.1665477319296,3.36768655254986,-0.311982967737244
299.899370830137,0.712919866460608,0.164288672812091,0.228556597838178,65,19,118,12,28.8403451694163,3.23459048103957,-0.390454751601724
198.151539215099,2.32559566515533,0.0241637620484674,0.11772694503874,69,26,61,9,28.1641087172331,3.81945511515142,-0.556096146833452
228.425134062851,5.01581788518253,0.128692093390028,0.114719554447164,78,3,99,2,26.5847049987238,3.01895421847603,0.459050123099043
228.952373500833,1.37826070582749,0.0440413404342195,0.312367316974341,60,11,65,17,26.9569646283572,3.18360740666777,0.251064759158415
296.149044720041,1.12000405162981,0.422334678975811,0.315658955747894,54,23,89,14,28.758557044362,3.19918229916336,-0.204769307196171
173.11517842088,2.67992407215164,0.0754290091394917,0.213032129686326,80,14,111,3,28.6550689584347,3.8550671020716,-0.565982930759534
242.211962565519,1.68898721480828,0.0439090306689081,0.243278729496524,61,14,64,30,28.7128534952309,3.34156300208776,-0.35218052018827
205.992286456657,1.28469740263584,0.0197270629726138,0.132114068372175,52,28,84,2,29.0542682359304,3.74340169024333,-0.593321719582995
182.762344649664,1.11829076674643,0.0634155458740224,0.14996302897899,53,8,96,15,26.8777493991697,2.97022024054997,0.41815983315782
223.887057362652,1.11913323251041,0.544163939330673,0.0572332327719778,57,16,60,20,27.749318789842,3.68285757474568,-0.330421268620037
195.324397088834,2.57370932362572,0.156675272971171,0.265148691367358,53,19,94,25,28.2533773838585,3.64703645945869,-0.494165153167363
257.994664657518,0.855369196237424,0.0312914723960448,0.166716584499041,63,9,85,30,28.0944468030795,2.98727120733843,0.031331151997709
226.49062790551,5.00988953319043,0.343336488792066,0.133325738274672,65,17,111,12,26.8567107807168,3.4044536315839,0.173140516853585
201.182871403539,4.30941830979281,0.142046738840698,0.276415562955663,50,11,92,9,27.7092050974649,3.26470958067937,-0.0532586366676826
136.264583759871,0.944459476671465,0.525409820084938,0.191247868260444,82,31,108,9,29.3683639484477,4.10195316043208,-0.916163903419578
261.864805297441,1.67328392833026,0.186049722547358,0.214726145552569,52,8,64,30,28.4644631570462,3.50529893922165,-0.318472804996859
221.478191075471,0.766473571372977,0.405092395962135,0.934690769994631,58,14,55,21,28.489912069757,3.56669224581375,-0.437321136810998
249.467812441442,1.99551007494562,0.010882980557406,0.14300159458071,78,20,94,16,29.1513801676858,3.49414601651972,-0.458660022946056
244.051350511434,1.76086713150212,0.0736891365331109,0.45904198135348,76,14,126,22,29.4177171328679,3.8060029165092,-1.03234499751662
162.737321592777,1.40856416732594,0.108429482379084,0.364314546798287,72,22,50,15,30.2023369719301,4.2833703980214,-1.29560481718568
211.161789678766,1.37488332864923,0.682892074085272,0.257162750465795,54,30,95,18,27.9353730206973,3.57083196458111,-0.118025783748991
158.243214298345,2.38788059378846,0.24429133985492,0.3857247924224,74,13,107,15,26.7824094163505,3.04745788305527,0.342681849494611
123.379480933177,4.51773014867544,0.0140722380215547,0.048329674056439,68,23,91,12,27.9283876593585,3.11339246372506,-0.0429776719639822
208.601401445064,4.50154137875423,0.0906262362811899,0.335099983834045,72,10,77,13,29.6204061703205,3.9570235582849,-0.804421581896073
237.93885136748,1.47681400618115,0.0201152241101076,0.160152809166624,77,26,77,19,26.61163636669,3.079297896444,0.164464188779576
173.624397693348,1.49776244381022,0.408142612279643,0.176695964810022,83,21,56,4,29.8973893063864,4.32788574644319,-1.13815264153502
171.910498058428,1.60855644708982,0.163172803651275,0.595524377003106,61,27,102,27,28.9373318869865,3.44059881807849,-0.410404458919423
