"k","k_scale","rho","dispersion","tm_ini","sn1","sn2","sn3"
242.957808114655,2.02004067583942,0.735049707440027,0.347448457728883,74,30.0650874393325,4.13509281387714,-1.08462353348238
147.226252362151,6.5791180264568,0.228037324088159,0.44222434433821,89,27.2734907908637,2.93136731218586,0.423298557717436
140.951987271836,1.65276245413211,0.116524424949535,0.168279144912958,83,28.8827863366061,3.61203996692906,-0.762158527848112
214.715215185571,1.18076426583934,0.013505521336733,0.290272884070873,102,28.8252508017731,3.30989936504229,-0.496175580368037
300.78540358899,1.02753982729023,0.0472255189568593,0.397092602172689,87,28.0071230478677,2.86654990900827,0.162770030686763
185.038037400969,3.67358458689296,0.663972285654967,0.0860206140083678,95,28.4109211182947,3.23513665890821,-0.235887403756756
222.695661213574,3.41752381447422,0.408924388733923,0.818385676247999,99,30.7345555707083,3.88416818930462,-1.23780795476239
207.738011572022,2.03183372729331,0.0190537330207869,0.459503704449162,88,29.0153671585542,3.38043168882439,-0.305509179945934
236.475893071087,2.93727892643344,0.00188938682676436,0.195567445363849,101,28.0421278829489,3.96471128827803,-0.587204317080978
209.60263746063,2.48370761976356,0.332019985042723,0.198329932289198,105,28.0522554571109,3.32288391336607,-0.274876098652649
283.938407473883,2.64010659422926,0.745045519913052,0.395868494625707,71,28.0583019824077,3.59967117087495,-0.484311191644531
214.922275493627,2.66265934283526,0.730192073652176,0.165716295961915,100,28.8758242221036,4.08372456382571,-0.835192825100659
169.884466120734,3.74544808277891,0.383543108312643,0.259911048458889,94,29.4413467779477,4.11677699427623,-1.01273743184471
155.694287493992,3.19424021084458,0.000406712643154903,0.271685625115815,97,27.8227902605921,3.49389068680249,-0.219785540257301
169.900336182348,1.10696223845674,0.0218015229777534,0.435144255738237,96,28.1431788544169,3.34417047480255,-0.327891072636561
194.837596976832,1.55927685340381,0.078708180543117,0.263617765556085,79,26.5237033741851,2.70224723108071,0.576868542649698
189.657383980065,1.79806640463895,0.00445306453103693,0.86775221885182,76,28.72062284205,3.19451486204193,-0.498866185239178
289.703642928069,3.80998082672099,0.345482737315003,0.485791675728408,94,29.1869780232698,3.31252910216272,-0.397240550052961
240.722697910157,0.928615257500866,0.484606336354521,0.181760896695778,87,29.0693992346964,3.43544575058097,-0.41263974009787
239.601617763366,3.12126996061803,0.486951376712087,0.108054121490568,97,29.6043658249284,3.79005421908724,-1.1270059188317
297.186750892273,1.14516183974865,0.544404462521686,0.634395835455507,81,28.739543498736,3.46816331534986,-0.437277847094149
195.164882245173,0.730763891556429,0.00759704117027786,0.998247924260795,74,27.4813874596427,3.22096485735434,-0.0215274821799037
277.199374455373,2.23689385303681,0.535118304885827,0.587480111513287,99,30.5920218069788,4.08845626053666,-1.21668275080294
238.120838690722,0.293638336580128,0.615558841628874,0.184488710248843,71,28.2865061994129,3.62964238782183,-0.480048823028181
230.447121357711,1.57478523169696,0.384079548481725,0.221677297260612,89,26.7850797452818,2.85767987363304,0.514999594794342
165.029271211221,0.979894460512769,0.0181636976759513,0.780195978004485,84,28.3118988160014,3.30027205629748,0.0205242059925833
428.014290460117,1.21652086414984,0.00192022242279539,0.051372429355979,94,28.206608272681,3.29281542138261,-0.235202299663725
164.743487373074,1.70311202803381,0.162077294062296,0.941339587559924,75,29.0406778339653,3.84724551853125,-0.831025324836205
217.849693171058,1.60851051960328,0.0216993698898321,0.286367889260873,93,26.8956342820198,2.86295831497683,0.403507977278581
167.088184306594,3.9726798346828,0.0485671933261339,0.108603277634561,99,26.8628120907451,2.3350603574909,0.711855193599376
222.48803848855,1.41525692254962,0.0958035808002502,0.369238254381344,87,29.0060048205599,3.53481853345844,-0.428228227365353
233.984776405982,3.53973313246057,0.0320821400962651,0.573928269921145,87,28.3858727697564,3.74942934674372,-0.55278239625906
321.754501023882,5.0040832640003,0.310165637188456,0.628707512747496,102,29.4834316064013,3.03579028790426,-0.466142803518521
210.136568373529,1.24735819031735,0.436186628395749,0.904224827652797,88,28.8708391193787,3.03512974754473,-0.19509996911402
217.951419086716,2.33148846345679,0.0299132779287762,1.03362097510904,76,27.463676384393,2.96137068890714,0.168122296659857
230.162525481137,4.03059108504024,0.831016809922284,0.0674486788921058,72,30.1035706617662,4.27690609960999,-1.34560665879546
161.363500563143,1.96984718277543,0.0346886933462711,0.168437058721078,104,26.4795956151685,2.351378918801,0.733061821324411
185.796108978633,2.31981932824601,0.012201232264984,0.266286664108888,83,28.5588728634538,3.33853744206502,-0.236869525149715
184.405237213793,1.32395001073195,0.553176350674408,0.468737228039694,101,26.7511835738081,2.78675676968223,0.57756412143054
236.402053925832,1.95611285867412,0.195733048398436,0.68848887947388,105,29.3311176439707,3.92201904863988,-0.972849163979992
268.094437968051,1.5358625962371,0.284229311564912,0.423505594721064,80,32.0814246691506,4.73001399063195,-2.03913226766939
239.463007591743,0.728554954437213,0.930016089456149,0.376608633901924,75,29.1244046554122,3.98123899404429,-0.78452379955225
227.355918443065,1.97731706376278,0.639548293610295,0.0697472370843034,74,29.8863510996514,3.89849684207114,-1.00815763508302
197.146883139829,1.99852058892147,0.225852228443003,0.269246984040365,90,28.9347474974279,3.36996981476536,-0.384724770674459
177.925299450834,3.51057875996802,0.0746890749381968,0.109031215671591,94,28.4410991572984,3.43625387305948,-0.284330886220992
213.126339822642,2.04493557826141,0.0345546367588401,0.524223099695519,87,28.7023986581222,3.90478644815862,-0.775801123520584
215.555271402865,1.66263035761924,0.00447881290245026,0.478818689007312,105,28.6035629742342,3.44006792009781,-0.35843718660261
308.007372076737,1.09310540302958,0.723265815566478,0.456912483996453,91,28.0050970441549,3.1405043405958,-0.038811316584093
204.289748550413,1.42718054844766,0.0359155194276812,3.19780729526104,91,28.0050970441549,3.1405043405958,-0.038811316584093
168.760627298966,1.66240419997232,0.0416362328476277,0.172778375026137,96,28.1275320094574,3.22744060040302,-0.178602591984207
206.994720096657,1.55162268351051,0.0217061565340533,0.656483082956297,92,29.0818416368768,3.59722214224827,-0.805892092511075
192.393038006944,3.68216952035505,0.640989587354566,0.764944128226489,84,28.2580403671621,3.32389338056957,-0.208619518255293
155.322062727398,2.38633240910841,0.486166921782368,0.312136228894815,70,28.5624006257413,3.81612299120566,-0.579859504493709
217.849693171058,1.60851051960328,0.0216993698898321,0.286367889260873,93,26.8956342820198,2.86295831497683,0.403507977278581
222.400926746431,2.99865139524906,0.007813811002502,0.137477118174502,90,28.0146937910431,3.68526830644148,-0.472529757652723
156.676680219706,1.30382242428546,0.167702328963434,0.152791719001483,99,30.2742006738643,4.03679289502981,-1.37564360760842
249.10591654876,0.768106366780059,0.00721802371173918,0.132505957490509,96,28.4145895358852,3.26548372743985,-0.18827855861185
156.304074301741,2.04944503173111,0.216883025040124,1.46744012213649,83,29.6263281380355,4.06399385866424,-1.05625132967683
266.847842348864,1.88956036867038,0.0425938105304553,0.407925539184362,93,29.3200097166919,3.44931721838457,-0.706194560491568
180.501073907243,0.876371386333825,0.0211595889998692,0.368166283994641,97,28.7255059615807,4.00126909387375,-0.689468837590046
190.151016303861,2.13415617623875,0.268120349300941,0.444317091722041,82,29.5058774311554,3.93855129644843,-0.991376733459961
156.681327910947,0.769754974142689,0.0190249614744405,0.513593703508377,70,28.0588775764406,3.58383954337416,-0.290387115790945
344.680983515959,1.94961382739774,0.0297554610913511,1.98386913130992,72,28.0734676060681,3.19562943893611,-0.083646252208874
229.021655976538,6.06126891844448,0.0592362443973432,0.355522906676321,86,29.7775603745593,4.0779435113947,-1.0653246205346
177.557628868272,1.37977463929944,0.294934221642438,0.489773490931839,75,28.3691846129924,3.04492069858966,-0.0322278901767385
241.738011974122,3.44517309856176,0.308778512828275,0.382563918596134,97,27.6578209268338,3.02213335574533,0.235017432654759
213.975862631439,1.7406239043364,0.284737339526807,0.656616161892613,73,27.6326043298122,3.02470485073431,0.17105246046648
159.369213781209,1.66791006299285,0.307482495188922,0.213105333037674,85,29.598025639166,3.91937523434003,-1.06326014954885
226.572312358432,1.28960791999212,0.087465067559968,0.707876614294946,83,27.9025585776914,3.5781407915723,-0.23398837358623
221.712568931668,2.05599086281646,0.00395089061949243,0.68519671608659,93,29.8425921682472,4.31576549302176,-1.3770623072799
197.580278393983,5.684548308696,0.715189645549037,0.623367213381118,70,27.8887825203002,3.70501394415789,-0.49050326531679
119.299698578738,5.66466859002384,0.810501997666472,0.438907027477399,104,27.9288691559656,2.72204962642735,0.249717387422174
