"k","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2"
2.28047581659185,0.0531074540447648,0.385993162350266,83,26,57,30
2.3967763190657,0.202630107620228,0.369568317197263,66,26,105,8
5.09391044781739,0.104549213102423,0.5353222092857,75,31,58,5
1.44019768004351,0.0538962192752209,0.396268847446791,74,31,106,2
3.42570270497579,0.044792298835444,0.566603737040425,50,31,107,10
3.68735900846033,0.479611665005293,0.157628253335133,63,18,91,4
2.15481662127046,0.472268844415669,0.274818459315783,74,3,115,18
1.67447151402463,0.926717097840478,0.141851777329947,63,22,141,19
3.38964149712727,0.186474913904844,0.304105206446044,65,27,137,13
2.23996603523071,0.262586846410402,0.140416192589328,56,21,143,6
3.28572441597777,0.246744827018918,0.0717833563866536,79,9,142,1
3.08693714831413,0.838561177707308,0.427166683832183,83,12,100,16
2.29458140933613,0.484398057982123,0.414454894606024,82,3,135,28
2.32056876894039,0.37329005976878,0.48671299428679,64,15,95,14
3.55799986653255,0.308306085469624,0.394895330212105,75,8,127,12
3.13579268371608,0.103120814289099,0.546297349936668,68,24,86,9
1.89042264677547,0.356222257730364,0.733548180665821,72,10,100,6
4.10090235359976,0.235609312787906,0.145147713559834,72,9,58,12
3.94360558543073,0.448607486203561,0.753574428614229,75,13,65,32
5.26394097580137,0.257381987082344,0.184425634812545,51,22,62,21
1.95143096674435,0.249979050571562,0.173839513445273,75,27,87,9
0.724527667557764,0.68511791508907,0.0923666879035099,62,9,94,28
2.39504785436189,0.03247275737018,0.390635264096631,80,17,57,7
0.819186839337016,0.951213288498359,0.298112433540214,55,26,87,28
3.18228969059132,0.246360236888621,0.158023479826463,66,14,137,23
1.16985278842333,0.225638119084353,0.339040874998146,66,17,98,24
1.57980851497359,0.162273996811467,0.768456111429259,72,20,93,21
3.06028165896442,0.0685096323970403,0.663808539044112,68,22,123,13
2.71199516255049,0.109403624750455,0.114297965023745,59,8,53,30
2.43023461249937,0.151641665457063,0.209753601311825,68,26,61,29
3.63479315062621,0.0761096906427253,0.188017839719179,83,27,141,19
2.2666200236567,0.939868965883543,0.290073460200801,63,21,141,17
1.11325989187348,0.41652488610734,0.549794913248997,70,19,71,8
1.8660596288126,0.160598108592364,0.334425647289852,74,26,121,20
1.83290638535173,0.0552502321153981,0.487056475095964,55,13,90,15
2.11451951555732,0.104219882948394,0.248808479635511,56,25,115,10
3.63458656326296,0.0944199275060201,0.118720299797133,79,24,111,16
1.4970102720442,0.312281079247507,0.23266546591185,69,25,89,13
2.53957974449445,0.422057497212737,0.837371226400137,68,27,88,5
6.81653491494921,0.217251418362706,0.210655289886587,63,8,100,4
3.49893399831921,0.212054092250999,0.117602383210105,54,13,132,15
3.05534565956003,0.117310421499855,0.626112454337999,56,10,86,7
3.15075794270451,0.30446910015553,0.254373483472946,55,26,87,28
3.50408146759903,0.265055261422464,0.168716770197457,50,24,63,8
3.00150221420736,0.318487162863368,0.215115196948736,62,24,80,10
1.30304709910185,0.265751265519282,0.69247669880388,65,10,55,17
6.16058946513443,0.0674135637830032,0.0872279029824472,58,28,142,25
1.93605293638897,0.493186205197957,0.275307593852475,52,12,132,13
4.40685831493163,0.081699609720822,0.154579974183903,83,27,114,16
1.50021195041289,0.326025717823992,0.360635353084512,52,16,140,11
2.76938382565424,0.748567400174753,0.428889108772835,68,30,143,30
3.02353367529592,0.0393246260066316,0.281544368210016,55,2,136,11
3.04619404376503,0.463176528145333,0.22089198184577,82,17,142,17
2.03492588968946,0.77853326855351,0.787570757558569,69,6,127,21
2.74646122376166,0.141422080523796,0.546159601071849,78,25,67,20
4.49354588936165,0.179366001445836,0.10533518144457,66,3,79,3
2.37324239410895,0.205164058972703,0.267277853948748,83,5,126,20
