"k","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2"
1.8790121717033,0.0888196246961186,0.947248949902132,73,32,50,7
1.27955361554563,0.077463162159803,0.836079717613757,57,12,64,22
2.32981469996204,0.0051461199023267,1.54211519476925,63,26,91,32
3.69396865322726,0.0565598989786797,0.725318407907278,56,21,130,22
4.27827992951479,0.460192834453301,0.390312004834414,73,6,115,2
5.682439962147,0.569376296783994,0.296592986211181,69,16,108,7
0.956257349136386,0.0287672712668959,0.142037333687767,61,22,116,32
3.20400479006345,0.145722091827344,0.522948429707044,78,25,67,20
3.7743967053105,0.00325961508050829,0.381096359109506,58,27,94,6
3.90588484369537,0.0187230542552104,0.715367707423866,78,25,84,11
2.68192424468324,0.971213451891547,0.699534958237836,59,27,129,7
2.06744612099517,0.839082820205095,0.864958007209196,55,6,95,16
3.95066794449217,0.649741950548474,0.769265138311312,69,13,107,27
6.11353329650363,0.287151766965676,0.256555831525475,77,11,54,2
1.31039891001243,0.0137278682998629,1.50779902970233,81,18,91,15
5.90556654145896,0.0929999098441429,0.369173082523048,60,16,57,10
1.73962110649587,0.00198412577137467,0.0946468031033874,58,10,66,14
1.83642476972749,0.0051139420158201,0.501589144114405,69,16,109,6
2.22543314426877,0.0942901284250631,0.588344615185633,81,19,106,5
2.77694388655217,0.153791945216995,0.640627886401489,65,17,124,24
3.70973284136385,0.160239930796749,0.422095517627895,57,8,79,16
4.15385103437496,0.000359413225929246,0.739313720259815,72,20,70,20
0.873794511747591,0.391651384512448,0.604938199130538,67,27,105,17
6.78630688939774,0.188069754351999,0.466824136441574,78,12,143,20
1.07832459056785,0.0200257098701434,0.70739134028554,72,26,126,19
5.62872399914326,0.0357162410686014,0.171645263393666,63,11,133,22
2.4480460118455,0.11686814272178,0.735339003382251,73,27,87,26
2.95418073450642,0.0709657116481143,0.270257051549776,78,22,82,23
3.92302822670767,0.0123007014890633,0.449713042238727,59,10,56,28
10.8656744490307,0.0297146299325462,0.567295033251867,79,12,114,28
1.59035682995181,0.455306751708903,0.139904657844454,80,26,124,15
2.45293504240804,0.0110420732651141,0.3225688434948,67,26,114,20
4.49529044376999,0.241406114880003,0.169646817957982,58,13,121,24
2.39757446684786,0.395895836565011,0.328025836383845,51,14,97,1
3.87179104298592,0.000396145536396058,0.310705175519757,59,19,142,1
3.26131703754718,0.0918685909557603,0.148921399842948,50,20,132,4
1.11914443348654,0.00486636755212876,0.00572753185406327,82,11,81,6
1.2112563703586,0.190298690597117,0.289065449032933,61,31,91,25
2.75988318516322,0.00864085366010182,0.258166137384251,52,9,138,15
2.40505479226705,0.269269992959088,0.703873607097194,77,29,103,20
2.15249344562302,0.141730174072967,0.202075853245333,69,8,71,22
3.7170407420087,0.00465290384150888,0.460295369712095,63,2,73,27
4.96075634250085,0.0123905526056554,0.765017989790067,66,17,140,25
1.58364572138929,0.380394309216077,0.737910156371072,69,17,57,11
2.87949014255143,0.00197737150821939,0.168073979636267,83,14,100,7
0.924733751521426,0.189174178232034,0.679780451115221,83,8,70,10
1.38987697089291,0.734629282312968,0.443274536635727,66,4,69,31
0.911022123061332,0.27529531336168,0.767867709277198,81,2,51,2
2.03964804892208,0.0137455865908027,0.532010972499847,79,8,134,4
2.82841235521333,0.0299965285507861,2.4181676578349,73,32,128,15
5.30766243054046,0.212072632662446,0.267333616502583,75,17,92,32
4.39576147332884,0.989202220824903,1.60654786568835,71,6,122,1
1.88590111721613,0.00011152714331124,0.970330026000738,74,4,115,27
1.35265164988509,0.829643288427845,0.4050677368737,65,1,122,6
2.88176391811822,0.0796786372270269,0.619008019100875,52,27,63,21
1.62098789566991,0.0180459555679249,0.134830192429945,71,6,81,9
3.28345529680282,0.791182707753765,0.357379037421197,67,10,130,2
4.25546721821204,0.871789663862429,0.411124369129539,79,13,121,12
2.03952609132807,0.700240789607167,0.764694256433701,74,6,61,32
0.807476252157749,0.0513821575443006,0.162503700004891,67,20,131,14
0.77215267725134,0.0785595263101172,0.296437225347545,80,18,95,4
1.72896734883347,0.0231526899728407,0.0782380825839937,69,31,134,9
1.32459664369182,0.323181371974687,0.749578808899969,62,15,82,16
1.70029442143371,0.00191546727678926,0.552576333750039,68,17,76,2
0.947641697967392,0.000100962813132967,0.824413157068193,77,20,119,24
3.4953681037504,0.00299312100462849,0.298713870113716,58,12,142,16
2.1180299589071,0.344661026204002,0.358406556304544,79,4,67,30
5.68900748958489,0.00028291041338003,0.781653652433306,52,10,75,30
3.99592825454771,0.139329964331329,0.108244271716103,80,16,127,23
2.07799857451011,0.237443062467451,0.995215662522241,69,24,66,7
1.39787923484359,0.129295066580066,0.484641713323072,59,24,122,21
0.187981104120407,0.292085972309509,0.36396223702468,68,31,105,21
2.79287357641487,0.00162305939807727,0.445988205261528,75,13,108,26
6.12926690066423,0.116458412888778,0.194300040602684,77,5,70,31
2.20238324167269,0.649616431631967,0.927556755719706,67,2,128,10
2.88612597390128,0.0450132250796683,0.249431635020301,82,3,79,8
5.32297606852417,0.0790328289627256,0.268079312518239,69,29,67,13
0.301835632926479,0.267913240639705,0.6119831467513,73,14,122,24
6.97306621459274,0.0358190759490042,0.203069422859699,74,17,82,31
1.25797391069048,0.21340855744916,0.91993207577616,67,14,102,2
5.25120909500769,0.0138837967347112,0.214258485706523,52,6,59,20
1.54852795284931,0.0468353123534942,0.813166837440804,60,13,97,7
5.30970482287444,0.0115451540043141,0.141106425086036,74,10,52,19
6.0933879902564,0.175399542603938,0.129320105047593,63,6,133,31
0.847711751652935,0.0988731341737068,0.137622325182944,67,24,63,2
2.79249866571055,0.159981381264627,0.547176425810903,82,27,70,30
6.66719985040296,4.17611241674856e-05,0.60441371604664,62,21,69,12
2.09692692539984,0.480866349833243,1.20720081716743,65,7,75,20
1.67954712640652,0.00175032779750996,0.542028251336887,56,26,133,6
0.715793799110638,0.718793672074617,0.453818884678185,70,7,71,11
5.89468380390731,0.034414065408188,0.910605110460892,71,23,95,29
7.57716784044824,0.00875478075858079,0.449809252463125,68,5,94,27
8.07708931839571,0.000531866382759739,0.357760091575605,65,18,138,29
4.17869060702371,0.381632243638508,0.139544679783285,78,15,100,15
1.51599323612319,0.016802861948714,0.662370872683823,52,11,103,2
6.12227625610674,0.0107173773881448,0.354763705749065,66,27,109,27
2.90707751513545,0.245996337437224,0.0995712764561176,64,21,140,11
1.49663931201055,0.00102957270805225,0.0680891219526529,67,14,141,32
3.8793515998168,0.801169257454458,0.220440679462627,73,30,124,32
3.54766579314997,0.00986602798959896,0.804170643445104,78,12,119,27
5.96058435251819,0.697175400583443,0.99950395245105,69,17,85,12
0.922984585576492,0.0629001933692418,0.585153595311567,74,3,135,13
1.06142439366458,0.741662829516384,0.329804720545335,74,15,108,21
8.88159961546904,0.00895429556858935,0.743403738597408,61,32,66,8
4.28548608193701,0.135383201179453,0.457435620715842,74,20,143,15
1.66360779264143,0.123685418869651,0.826519382651895,53,14,139,2
3.60961443234435,0.701985643135083,0.795466484269127,82,19,84,26
0.806728728989015,0.25809229427208,0.75522332219407,59,27,88,10
1.94129784619265,0.11292933762701,0.34970047372267,67,6,64,13
1.11727106055175,0.18741150165265,0.883774455171078,74,12,142,23
