"k","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2"
1.29724258454402,0.336173499146102,0.8044074899517,72,5,105,16
0.430223030889148,0.0158033215754704,0.75831662514247,65,29,119,26
0.275766108978039,0.0135041417016057,0.519156611757353,73,26,64,19
3.03118722403433,0.0918435999242692,0.254275254439563,59,5,87,25
1.47875330606564,0.110335989151566,0.242604585597292,57,13,57,24
1.99590925729185,4.88208698993059e-05,0.489854833343998,64,23,61,16
1.63634578995474,0.626774223630202,0.207085716305301,60,30,69,17
1.66660886483196,0.132853076965958,0.489542743423954,63,28,86,21
3.10661463485778,0.156958327392552,0.7185811502859,50,7,73,24
2.88619042029527,0.856538220083566,0.43736507371068,76,13,137,5
7.58740595174723,0.599015764003987,0.108085241634399,57,8,78,24
2.40593186521438,0.617021830234802,0.277174866292626,53,1,131,8
1.93121804291678,0.107981605458467,0.08158288593404,73,27,83,3
3.9955560434722,0.000248540753976137,0.425628035562113,74,7,61,14
1.03363611226867,0.675270937545014,0.424944515572861,65,8,91,22
4.50581119547289,0.295533223622944,0.7987853246741,65,22,74,1
0.935715988747451,0.0318368185109922,0.779431608272716,71,1,107,15
3.80603853570387,0.00182815244954932,0.430302743799984,73,8,70,18
3.34439606529954,0.000344904194440798,0.240490636788309,52,4,82,24
6.35844931286556,0.313352823432356,0.957039635162801,72,15,95,15
0.713702704004077,0.198010420175396,0.477621485712007,67,12,65,15
1.72701711925367,0.000304414317463356,0.0652158951852471,82,31,81,16
2.92837297059797,0.0177371201858333,0.548222087090835,53,16,71,31
3.59825443304653,0.344607788170636,0.187018136959523,73,31,80,8
4.19595657106443,0.388875347779489,0.745077790226787,77,10,87,8
3.59568745704552,0.470363538734758,0.985999051714316,64,4,129,21
2.55940634962845,0.0202497212087516,0.426059947349131,53,7,69,17
0.233920905125168,0.203598203692459,0.038907180307433,50,32,84,19
2.93678386675078,0.454920653199154,0.768927387660369,77,24,78,12
2.79658667182358,0.142149887774253,0.309040542459115,58,23,81,3
5.9032304384191,0.96126399274416,0.207189391134307,59,25,58,5
4.06962636404377,0.0520239992968302,0.914009321480989,56,25,73,27
0.932793303178207,0.237818746099552,0.65527535811998,57,3,136,7
4.33470659881504,0.816685481967482,0.147321815835312,64,14,132,23
1.46759337708463,0.528297483423634,0.941106662154198,71,12,103,9
2.28969719185671,0.260500206997469,0.619528192328289,61,9,133,18
2.37567576839676,2.87385177920538e-06,0.247347695520148,71,31,67,23
1.79812280345448,0.464120702140596,0.245539222378284,81,9,136,30
0.975642187312498,0.302487692031465,0.440058088162914,56,3,92,22
3.13140146610216,0.00258544333691716,0.504739496158436,55,19,76,31
5.00191354453766,0.0132548535844624,0.0461031538434327,57,32,57,15
3.57225459013991,0.0460266816265257,0.265161173650995,50,12,82,9
5.41787526968205,0.168270607317149,0.18157875793986,60,22,62,4
2.17102435884565,0.0427314571244805,0.539234556257725,75,26,50,1
5.23032991694921,0.291983998569374,0.214961797231808,73,32,80,29
5.65594463040661,0.0288555657022555,0.571145748719573,66,26,62,1
1.41268768385429,0.0049603087057048,0.979325480060652,56,25,76,17
0.843388557291848,0.108390011913,0.656843336764723,80,15,112,14
4.40130609711776,0.344651690433941,0.022422434296459,80,20,91,20
3.06039534798238,0.000621872497782027,0.392189399572089,79,14,57,9
3.78273276290319,0.0212153846434353,0.398684978485107,65,11,63,12
1.50659211781765,0.240372867863724,0.793395539745688,58,18,64,3
1.04364595564582,0.139246606827004,0.595262356568128,65,18,62,3
6.15463037382722,0.0133287765907403,0.674051160225645,73,29,93,11
3.92843471272106,0.058381608280769,0.111030451022089,72,21,118,3
4.41775972461297,0.288768030393708,0.0848500996362418,71,23,63,23
4.76084193997134,0.264786958438124,0.477484398055822,58,28,121,27
2.29479034240047,0.445049806311564,0.468637667130679,74,13,135,13
5.17113497856614,0.0769983510376853,0.840312528423965,77,7,72,25
4.36695148517111,0.554115787055073,0.444629275007173,64,24,83,18
4.1777803827502,0.59411663277116,0.557480375282466,79,29,57,31
3.63340362349021,0.550234027862572,0.59021944925189,77,7,124,2
2.5850762029903,0.387174176851258,0.930592857068405,65,13,70,1
1.01681562477839,0.00577552415873579,0.88085666927509,54,32,89,31
4.86458196881104,0.397519683425462,0.416295637609437,58,3,65,30
2.87877335164914,0.00447458221796615,0.667395719792694,74,7,65,15
4.14937553160761,0.0484984739734547,0.259093103930354,78,6,60,16
5.83052079741151,0.366754573831089,0.0665100605692714,70,17,140,29
8.52889446339938,0.533343557028487,0.409166572382674,53,32,128,12
6.55603399136536,0.69952441919533,0.612662337720394,71,2,98,1
3.43059439122295,0.0231126801161578,0.521903346292675,78,13,67,13
2.75750878409038,0.566350903778053,0.650240818271413,59,32,96,4
5.17358029677365,0.0782792507598549,0.535909285536036,57,4,131,24
4.64338356730257,0.0585903827698018,0.303797577740625,67,7,101,25
1.25209480217429,0.152355362325762,0.203719503246248,55,9,120,16
0.783973206845145,0.216858201201008,0.621160880895332,60,14,106,4
1.31829888903711,0.155180095876015,0.665702349506319,55,32,117,6
3.28606126714314,0.551104583957666,0.745417837519199,77,16,53,12
1.13474713297286,0.0448176921452337,0.410933650797233,70,1,109,17
1.69357708246026,0.578385387612973,0.863054628483951,62,23,124,7
6.6650090195846,0.0353710489830376,0.966067474102601,61,2,78,5
4.79111997506259,0.000288107800599545,0.182217882946134,61,19,94,30
4.23575823485992,0.013069991739456,0.163891128031537,82,25,50,8
0.948626396848863,0.191511749661838,0.422775018028915,50,28,64,14
5.75932448259257,0.00497332206516189,0.92763696773909,61,31,134,9
1.23808409027128,0.0146562211923909,0.906439439859241,69,22,93,16
1.50755611526359,0.196537883936563,0.390474050072953,51,30,82,9
5.94835269935608,0.0859166252388337,0.346458697225899,73,26,127,15
1.87200058749991,0.373366451137564,0.173526022350416,74,29,89,7
3.0506731155905,0.0245583343667153,0.0315326789859682,52,4,115,13
4.23369748607442,0.0106755268259881,0.171886526746675,51,21,97,14
1.79757941933406,0.26381633537541,0.77061628876254,51,8,98,2
0.676675552509359,0.31306732616841,0.302815824514255,74,16,117,27
2.81754014692955,9.13309196874384e-05,0.260317532811314,55,4,118,18
0.660231171770151,0.0767964834946066,0.104443665826693,61,22,117,28
5.4027486199004,0.000180434046505603,0.228710623923689,64,6,105,1
4.01381621748543,0.0132162771887809,0.0171448746696115,59,1,77,17
5.05686634964816,0.0102213194773267,0.247207009699196,64,22,58,30
2.56482269202286,0.867627392577488,0.234241218306124,76,12,81,23
1.0492205907642,0.537375734035066,0.405430599115789,64,5,70,27
2.59088264740953,0.425641611980367,0.671050921548158,73,15,66,22
7.47068264056085,0.176366592743858,0.736542745493352,82,19,140,3
0.977819857383871,0.0570846490737903,0.082396853948012,52,15,141,25
1.52074716512873,0.00686121280699529,0.840372100006789,52,5,50,23
5.03338848883696,3.6370842199618e-05,0.680004423251376,58,3,91,1
1.30833865539684,0.00506591730387416,0.0990960847120732,74,31,132,2
3.20970406421257,0.00498760383049908,0.173519562929869,73,18,122,11
2.37337953605191,0.000257368925370438,0.999369445955381,78,3,113,21
5.47939023852959,0.0136188739648158,0.088264592224732,61,13,126,12
3.1497604066453,0.212511430511932,0.478832680499181,56,12,67,5
2.85457198877311,0.834849907084143,0.198553158435971,68,32,125,17
2.44393338956919,0.0102566518337258,0.914522242965177,59,28,135,27
9.21044265588538,0.697887218564702,0.542100139893591,74,29,71,18
2.26357649958879,0.0502054457445934,0.225253122858703,61,18,56,9
1.69519644832722,0.0341152387909499,0.483749200822785,74,11,128,6
0.771117254831491,0.0630532948073728,0.655398081522435,69,15,91,17
1.95795193779166,0.561839742484051,0.387662710621953,65,26,120,32
3.45659340459034,0.0588557083080388,0.369618703611195,74,4,68,27
1.62171390973532,0.0532344391346087,0.859658855013549,54,29,123,10
6.59340916175513,0.202251758785615,0.702409577090293,63,1,88,13
4.24548918211155,0.185783169116506,0.781013091793284,81,30,64,30
0.916320903665776,0.00482470019415349,0.293229316594079,76,19,104,11
4.65872768916879,0.131392572153603,0.31753270002082,57,3,142,32
2.28947638880779,0.00506701266018506,0.248776876134798,54,27,82,6
2.02105796370268,0.344800096741498,0.540927251568064,64,8,103,7
5.83663725324334,0.0352554668978804,0.354111060500145,78,27,127,18
1.57749081024721,0.341476582709616,0.036675566341728,81,2,64,32
3.6142163791056,0.370177303092199,0.503675367683172,70,8,134,2
0.475696603926937,0.183342162665489,0.0322463831398636,76,27,125,27
0.870469220114316,0.501377856004833,0.503251784713939,78,26,51,26
3.30412240912419,0.000802107360290957,0.995578131638467,64,30,75,2
1.22288304996706,0.140767206260599,0.970324051100761,64,8,74,31
1.40206134217017,0.632566826340995,0.00347940716892481,61,24,124,7
2.22003194263284,0.0136057804836619,0.750825892202556,62,16,62,1
3.49563891013855,0.0754243482780432,0.151532956399024,53,29,76,4
0.381311029712685,0.0389593529062951,0.345614309422672,77,12,87,12
3.55385430615837,0.427383650899376,0.679052368737757,72,26,83,6
1.37408872071062,0.092905351593716,0.102891696617007,53,14,97,23
5.88411792765111,0.702597255492179,0.434017596533522,79,3,108,24
5.70999027610533,0.160879974324896,0.677174392621964,68,26,66,12
7.10091118613552,0.503469722285687,0.314674450783059,71,20,113,24
1.65850297814633,0.161145115481599,0.903253027237952,73,21,86,22
0.781445163835292,0.000239297309065033,0.328114699106663,69,4,62,24
5.36435735820981,0.123149144996411,0.638001137180254,58,23,74,14
1.86121479517522,0.357534517205191,0.199777136091143,53,14,82,8
2.67767227637139,0.0231875106631977,0.444558187155053,75,4,52,7
