"k","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2"
2.89489500078475,0.0200605192532071,0.185118172237214,72,28,52,12
6.22540136953663,0.792397437186031,0.202070141790057,51,28,134,31
2.92971156271041,0.621014204513339,0.593702975194901,75,23,114,26
2.52524646729777,0.484841594222682,0.330095285316929,59,22,58,12
1.70971845002529,0.20863772359735,0.407113774858168,55,9,121,18
3.77416098530206,0.273895331453989,2.11576106389789,82,16,79,25
2.86074071263108,0.571478210086375,0.495102325687185,74,9,123,31
1.4220417920198,0.922249828543347,0.227674442605576,71,15,121,16
1.68581676276322,0.869299290649187,0.619069647885415,80,19,116,25
3.61387427034243,0.335536552387906,0.310532324016094,83,25,88,32
2.38081412126276,0.00476383858975921,0.0664780347142369,68,9,132,2
2.0626917674073,0.279001867437806,0.308856282363678,54,28,107,23
0.911742487656789,0.387971976139844,0.363341011608726,67,10,107,7
2.74118036461996,0.15806932785963,0.341625353402428,83,6,142,31
4.92550442274414,0.324730397320213,0.535889074136568,60,23,132,24
2.12297849454862,0.873921917931656,0.347532346278043,74,14,83,9
4.20361125662111,0.138051701410776,0.263887814933408,60,4,127,26
1.73874088069931,0.707799044842998,0.0538574352394789,71,30,110,17
3.97262126790015,0.105915871415806,0.688284086063504,77,30,117,31
1.85917699172589,0.39942367007216,0.232924037315477,69,26,74,9
1.47334819403006,0.455593582412778,0.275067102966701,67,15,76,13
2.18750821790569,0.292690295798887,0.421217848387476,58,22,56,21
2.37764091471767,0.981449600746825,0.345764294345522,76,4,123,11
4.35716219353568,0.0690606425524918,0.132601813413203,76,18,63,11
1.15604748713692,0.223302479958202,0.338096411898732,52,8,55,27
1.70609987842615,0.571525673904617,0.264802693785155,81,4,88,10
2.97763743302993,0.120334774817765,0.460370236016254,76,19,132,31
2.28067039627177,0.903813449277433,0.52738940617185,55,30,58,24
2.4963047075653,0.800472758729169,0.419641752498036,73,28,130,13
0.879042321083636,0.441285560410245,0.194878633043597,54,30,52,7
1.65808087125502,0.490477978832855,0.578551996472505,61,28,109,8
1.8729393806005,0.225412246786605,0.189410815599159,72,21,130,28
3.06136066958144,0.116883778631281,0.380454381103289,62,13,126,18
1.88732815931615,0.44335846963833,0.213628748897463,59,19,68,8
1.8729393806005,0.225412246786605,0.189410815599159,72,21,130,28
3.57112385908531,0.929068140607153,0.394732555152815,68,23,78,2
4.27177467352467,0.391413958629856,0.245792413316156,60,32,50,15
3.69944093757342,0.0597544587536897,0.479002344985931,58,21,99,8
1.98146771697734,0.014711733695021,0.0585416471585631,72,24,107,32
2.55999894204212,0.265897656317024,0.402677111380479,83,4,119,4
3.94257984016992,0.227794755000582,0.58413999634839,83,20,96,16
3.25659920755764,0.0356416133297787,0.350535571807995,62,28,130,23
1.29740984349323,0.729908469221926,0.565272757317871,59,12,72,9
2.20995071398574,0.362471938491327,0.362141918423826,59,16,58,27
1.85917699172589,0.39942367007216,0.232924037315477,69,26,74,9
3.5216528742548,0.0216381577004809,0.325593157904223,66,17,60,13
1.39813176120788,0.343710029657446,0.11313884970324,65,1,101,6
2.47587697474397,0.240765104279058,0.213354876603366,71,19,90,3
2.930153916325,0.317355460196649,0.250543419970199,82,17,52,29
4.92191500289711,0.563871875420774,0.118660689598711,76,12,115,9
2.62232940989512,0.795497143603461,0.766483767094413,75,28,53,26
2.46967309329704,0.287655211598934,0.484646774045697,71,3,133,13
3.62393151088696,0.0323513295850536,0.341661445062415,61,10,135,3
1.02204468863794,0.356228093113037,0.364971308552532,79,19,64,17
1.01336324124245,0.39720388145767,0.0895696377192296,68,19,127,30
7.10942793421049,0.0732492879046744,0.18699066742951,83,30,109,21
3.14524179854809,0.109439472519207,0.80040374933742,64,1,75,11
2.83753240142284,0.396441590157959,0.217361411187448,63,7,94,9
3.68597283975671,0.0346028228319938,0.337235577460362,82,25,50,8
2.7990196356985,0.39007237932058,0.518918342010443,70,31,101,6
4.20555275010169,0.112635630676932,0.13611385554836,58,19,76,26
3.89588106638505,0.0926240742231493,0.352111313957721,70,29,59,24
1.54374829857945,0.259372014001692,0.18238683851763,63,23,138,15
3.59015839558483,0.21897165241867,0.53819691692479,73,29,140,24
2.80185047791814,0.21909457810087,0.378780536586419,62,23,60,10
1.2078996207261,0.0420246700056218,0.158152706827011,58,29,126,5
2.28153788708071,0.535124649686943,0.717645979486406,68,9,139,11
1.61109048081133,0.240135542763528,0.147763033782683,75,10,88,6
