"k","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2"
0.959785680011607,0.269598870640822,0.89581917761825,83,11,63,10
4.30733834272729,0.12485510782565,0.3544611108955,72,21,84,14
0.737252956945118,0.273830457253444,0.301711738109589,53,26,98,32
2.97450078208283,0.010429795109444,0.85859943414107,68,9,124,7
0.704216881175365,0.0862548744705114,0.130019066622481,80,20,89,32
0.0925210335095449,0.333098098834658,0.0423800132703036,80,6,114,19
3.47511731367331,0.577460963267722,0.846061364514753,81,2,103,30
1.03104598069939,0.0346369620868427,0.732128785457462,74,26,126,24
5.20853000520333,0.413720060313145,0.578220816794783,63,17,127,9
2.53470640255539,0.513065315055979,0.270131262252107,54,26,121,26
2.14049350382681,0.0348885312338138,0.0830773198977113,50,14,124,14
3.76656075596686,0.0535872605592924,0.275938213104382,67,24,66,13
2.37326646685332,0.151994773719021,0.151719024637714,77,17,72,21
2.08915044614408,0.00252836696948462,0.069989676354453,64,24,114,5
1.52555513539063,0.00218038252634281,0.786366757005453,53,27,81,13
2.14919738816533,0.309275176034794,0.371281069470569,79,13,76,30
0.544095070687442,0.0092594592028007,0.452207110822201,70,27,115,20
1.5675364385149,0.182444831794446,0.717859750846401,62,27,100,8
8.64078275222142,0.125029875920167,0.9672137175221,70,22,55,6
7.35390609847465,0.527085889133957,0.835354310227558,78,32,115,1
1.22172975704135,0.252313733764618,0.552254285663366,80,10,110,11
4.10044392579321,0.0511851724732122,0.525870590237901,70,31,92,16
6.94984183613243,0.343027052568269,0.522178330924362,68,6,71,3
10.8290853977219,0.0197763825328466,0.569664524868131,52,29,128,3
2.17450162126304,0.608772828232296,0.977941415272653,54,22,132,3
4.50631029549427,0.0452516412062248,0.885886437259614,65,6,134,24
3.38410196229438,0.327166834392644,0.112972798058763,50,3,113,13
2.83486060814659,0.259226117222635,0.502163355471566,62,10,108,1
2.58596753626475,0.367062633377625,0.147003170568496,59,18,57,12
1.19177795136482,0.327019837697502,0.401322848163545,78,17,116,25
2.28308964611063,0.222400559340869,0.787972543155774,58,31,136,22
3.1431405023722,0.244941732463626,0.202373531414196,76,29,87,24
1.50893277539392,0.0413351401962375,0.8219303782098,56,24,65,3
9.96255623837212,0.127844393506038,0.39433624362573,74,31,115,7
2.77436309820757,0.499277559636343,0.680435839109123,78,22,88,26
3.25351526736229,0.130922973340112,0.916873854584992,55,6,91,5
1.92792260182242,0.126795867976106,0.930655886186287,65,31,107,17
0.544366660846775,0.250381242559975,0.356041932245716,59,14,96,23
4.75865275417367,0.0223484817379962,0.962574345292524,72,9,114,16
5.06847019656184,0.153980501804602,0.531968268333003,50,8,125,7
