"k","k_scale","rho","dispersion","tm_ini","tm_ini2","sn1","sn2","sn3"
252.526145460694,0.759764920154013,0.382546050043829,0.678899089835022,86,116,27.566890703174,3.54297990730346,-0.354025328065727
283.271225202941,0.376857878104946,0.0670400600792096,0.208123812819046,81,53,28.5376134736098,3.73090089062508,-0.51329655860143
251.372819271472,1.45311653374933,0.000544152892130947,0.192947606523266,84,85,27.4712825175216,2.85001198042723,0.154954688589888
275.023547573038,3.99042697788322,0.741099223764039,0.152825969803332,76,115,28.9174508345136,3.53889644687115,-0.434425935133893
219.110705888876,6.32637495894082,0.980179225765319,0.171762732733212,82,97,27.9344319036782,3.13911104857663,0.121630524803954
209.694024631429,1.59229514461197,0.813699517787352,0.144282540128738,72,65,27.716758075504,3.10169555222872,0.118019250853727
283.970068255037,1.14121407939054,0.291496917730306,0.406779894044689,82,59,26.6074675307823,3.33942143879093,0.285383853400671
272.875453663495,0.417201324671077,0.0698704630748751,0.0145271859016958,84,68,29.0584498325288,3.78089977346795,-0.724510732467606
229.852124160115,2.45250976007922,0.284718813397453,0.328551219665467,75,124,29.6871734932483,3.66950414128244,-0.886883507957174
140.394801175378,0.626813554262716,0.0477999909833782,0.10446841108609,86,58,30.8959189836536,3.71827409546391,-1.02815271546747
135.367451278451,1.93662641779364,0.444292763153554,0.369119870244853,53,62,28.6335411579899,3.50612503989561,-0.569465565144323
124.212112834261,3.75622805057914,0.917674671655059,0.844171750029022,81,109,28.1577144104783,3.74412859063723,-0.579883780513482
192.788018682874,3.4663832838046,0.642930861942886,0.198406392794485,56,98,30.2805540966371,3.98414197033404,-1.2896620983294
332.495343732056,1.26661542239135,0.100744959586616,0.135743577964604,80,75,28.285091809304,3.20206704472131,-0.0634682418389328
174.11306721944,2.46892402057579,0.0261745106257413,0.0458539695175909,57,89,30.2968711370003,4.3605625373801,-1.22734731967363
160.161752727076,0.880574559083915,0.649608872949945,0.674831974552944,74,81,31.2487152320726,4.65732646207966,-1.88437979495997
334.675673380868,1.26056677416746,0.350017685792642,0.372795218368992,57,111,27.3820231299598,3.42926688236683,-0.171882456422488
159.310530897237,0.166121030981027,0.152982329839476,0.886998578440398,56,65,27.8026697772181,3.19708021988869,-0.0892680295148576
224.281503862014,0.767225928992808,0.586174536533175,0.201560302465815,85,112,26.8607863217409,2.63096260571764,0.476316493424599
154.639547893279,1.07248258186113,0.294022068736171,0.11242677889689,86,103,27.0329422263821,2.77122881978126,0.515944272278192
200.138364833896,7.04898814612114,0.0629205602126313,0.120673087658361,87,128,29.705907065673,3.67288823997168,-0.929033222942291
174.357287993608,4.23827405707347,0.041270267802685,0.545280357822776,60,131,27.1168128894729,2.69556636137959,0.306855464683474
179.229422391068,0.352656329949898,0.0453923594686972,0.184855503751989,84,84,28.836862068766,3.65884714684752,-0.670163401729328
239.499121701405,0.432398128007045,0.121518115864746,0.11081343224396,72,119,28.9054862003323,3.46658916417346,-0.733988982522991
200.729977601143,1.3162640558641,0.0504722237426012,0.384152019396424,85,92,29.1469363235996,3.48098345123994,-0.610556612697888
233.411253906022,7.81363705369972,0.0331763285315194,0.158490604365341,57,120,26.8711690049505,3.1099478287592,0.363474288922019
280.527823080713,1.17793038109635,0.204255383648112,0.205903777619824,71,74,27.0039894180577,3.35193984264532,0.00805426978594231
169.465398053924,1.9925449553789,0.165414998772117,0.142863964345482,78,65,28.6167075532591,3.33366294332205,-0.264530354903923
141.912025696932,0.222017492588685,0.82915028290991,0.168246338161096,85,57,26.3953172147706,2.58326073817692,0.458608575316847
149.741033026264,4.43585545989051,0.115289060690546,0.167753129418229,83,64,30.2178964002566,3.5867353278206,-0.992175281047509
187.983562271986,5.72318186042785,0.727746539216173,0.350404300028458,84,64,27.630146365343,3.05846135174239,0.047246474505387
256.078885176581,1.03708148311843,0.461489634279601,0.151877268450335,61,79,25.5955862034709,2.5475283964286,0.797501364872926
192.788018682874,3.4663832838046,0.642930861942886,0.198406392794485,56,118,30.2805540966371,3.98414197033404,-1.2896620983294
240.246494468849,3.65955049919426,0.0386379753053084,0.059799395917167,76,98,27.2113912135605,3.40972747184441,0.0692905178836722
245.956487241347,3.35632214723042,0.000802018786001513,0.110161875376106,74,84,28.7015165271663,3.39008901747611,-0.502532633004219
128.778568645845,1.91242833826572,0.452205326684417,0.150850650995437,58,123,28.6300105524886,3.36749655373603,-0.668487541564732
213.228804396044,3.87129498144209,0.0200993725648602,0.296416145516559,57,142,28.8327436734268,3.47355858687167,-0.559248822066975
219.586442969389,0.829026621881193,0.851287474949559,0.68374899649086,83,96,26.9297309520044,3.07085343557617,0.145165833182581
203.219488791976,1.7626325365363,0.023605608167942,0.029231928056106,74,87,29.2172699712851,3.7123645204469,-0.692919882448115
324.81108545002,2.5737539782938,0.0611572767636032,0.125945488922298,80,114,29.1234876637785,3.90292111663623,-0.962706885902237
214.537689410382,3.52661963064712,0.028836347183474,0.10919811273925,81,91,31.1054455476691,3.80134935970349,-1.38105187033596
300.720224951595,0.397886054030988,0.0138163452030732,0.256815610877518,72,122,29.3536033847048,4.02623927897933,-1.00968076321472
263.330082053446,0.508092166150828,0.0206873203006874,0.412582206437731,79,69,28.6019876532989,3.91111694536442,-0.645591485388414
211.7538178538,3.89849434474229,0.218790535925448,0.168973998865113,81,97,29.3200032772541,3.95656047504017,-1.0264889329586
305.926423684576,1.26805109629814,0.0552321285866606,0.288966616975324,84,67,26.4016648290294,2.86690940746615,0.32140271530064
159.596815967384,1.07823263580635,0.0155968563330095,0.17656930630161,62,96,28.6846392902767,3.13804712545715,-0.323551855890531
200.944426267906,2.2852640793047,0.12568711745143,0.127100477654499,66,78,30.9399529977634,4.47980896518482,-1.60258649194224
223.4716734716,1.34930793982786,0.0873162667064209,0.249073419427605,60,73,28.0224671623463,3.6458748330949,-0.397149833762581
279.285091037738,1.30083296141157,0.114010723656896,0.452378920874415,84,94,28.5334269000199,3.81790831802564,-0.46325138842938
220.4258732067,1.98049182357612,0.0259481240193967,0.0977056354935761,60,139,28.3459959528551,3.72054179449085,-0.570016499647366
153.327510634487,0.652664398134861,0.0490285964379326,0.348931919107746,72,76,28.6411686916756,3.28212573162175,-0.175727313497391
219.110705888876,6.32637495894082,0.980179225765319,0.171762732733212,82,113,27.9344319036782,3.13911104857663,0.121630524803954
153.764976246376,2.77420136240598,0.109326802883714,0.375819903798401,62,60,27.2255786378767,2.89171867512456,0.443124308213266
187.491504536046,2.88881663873988,0.0637584549367272,0.13666301986031,78,142,27.6803685635101,3.05033962862002,-0.00474616850789156
162.144814994953,1.74863945295209,0.893564624870442,0.107933474401636,80,64,30.0968313024801,3.44223399900404,-0.591317760753484
170.851103489926,1.41907675471456,0.499848895818309,0.182981208665296,75,140,27.6748588845442,3.30670221425596,-0.174834547192846
341.160189440978,0.985498582882389,0.33795679272468,0.155703887404102,87,95,28.6237458404988,3.69991333146929,-0.521321315715537
170.851103489926,1.41907675471456,0.499848895818309,0.182981208665296,75,83,27.6748588845442,3.30670221425596,-0.174834547192846
259.706300128361,0.98022350194548,0.00335141231738846,0.900593042140827,61,97,27.6032882889454,3.65556213877354,-0.113710430858902
