"x"
0
0
14208
85
0
19
36469
0
708
174
0
0
70
4845
0
0
2168
268
0
2250
1
0
1
0
682
0
0
0
0
0
0
0
0
0
7517
2789
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25
737
0
31740
375
0
0
461
6842
0
0
0
0
0
0
0
0
1696
0
0
0
5332
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1327
8739
0
0
56
0
0
0
0
0
267
0
0
0
0
0
0
0
0
0
0
0
0
44594
0
179
0
193
0
0
0
0
0
0
3
0
0
9516
0
0
0
0
0
39
0
0
0
1
0
0
0
0
0
1
0
0
2190
105
0
336
545
0
2297
0
3047
0
7718
23956
21843
0
0
0
0
2397
0
0
0
0
0
1
13
115
5
0
0
0
0
3
6300
0
7865
0
0
17329
18
0
0
0
0
0
7161
0
5450
0
7929
0
0
0
150
0
0
1198
0
2164
0
0
0
0
0
0
0
0
0
3735
0
3961
0
0
0
0
0
0
0
0
1022
0
0
0
0
0
0
0
8
5557
0
6
0
0
0
0
0
0
2628
0
0
0
0
1503
0
0
5
16
0
0
0
15747
0
9
45414
0
0
800
0
4857
0
0
0
0
0
0
0
0
2832
0
416
0
0
0
0
8501
0
37709
0
0
0
0
0
0
0
0
0
3189
503
0
0
0
0
0
2759
0
57
0
0
0
0
0
0
0
0
0
18517
0
0
0
0
0
0
0
0
75
0
0
33
0
0
0
0
0
0
0
0
0
55
0
0
0
0
0
0
1455
98
0
0
0
13
1
0
0
0
854
57
0
490
0
0
321
0
2240
0
0
0
4
0
1
0
17909
0
0
0
1
0
138
2902
6001
0
0
0
0
0
0
19
0
0
850
0
0
0
0
0
118
5544
0
0
0
0
0
0
0
0
0
9
4
0
0
3601
0
1
0
1021
126
41222
2979
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
122
0
0
353
0
2
0
0
0
4149
0
0
109
60
0
0
3
0
0
0
2
0
138
0
887
104
132
0
0
4397
0
0
0
0
0
87
0
0
0
436
0
0
0
0
2884
0
0
0
0
21029
0
0
3326
0
0
0
0
0
51185
0
0
0
24
0
4694
0
0
74
0
0
0
21
0
14429
4004
0
0
0
0
381
0
140
0
0
183
12
0
386
0
0
0
0
0
0
0
0
191
0
0
0
0
0
357
9438
1787
0
0
0
0
0
0
0
1511
2818
0
0
0
0
0
4855
0
0
0
0
0
0
15739
39572
0
344
0
430
0
1192
0
0
0
0
8520
42574
0
61115
0
0
102
5605
242
0
0
2
0
0
1697
0
0
2966
0
0
0
724
0
0
1972
72
0
0
0
0
0
11
0
5080
0
0
0
0
4871
0
0
0
0
0
0
1174
10
171
82
0
1
0
0
0
0
0
0
3109
24104
0
305
0
0
0
75
0
0
0
27047
0
13449
36113
0
0
0
0
0
417
830
0
0
7
0
0
0
1148
0
0
6
1006
0
0
0
0
0
0
0
27341
0
0
0
0
0
0
0
0
0
0
2
0
0
25501
0
0
170
3088
0
284
9415
15222
0
35226
0
0
21
0
0
0
156
340
0
0
0
3694
20958
0
0
0
0
0
0
2251
0
1
0
292
0
0
1
0
0
0
0
0
0
1265
0
0
0
0
0
0
346
196
0
227
0
0
17139
0
0
0
0
2021
0
1374
0
8470
0
22
0
0
0
0
16354
0
0
0
0
0
17384
0
2
0
0
0
5793
1
23
0
0
3450
0
2035
0
729
31048
2829
0
552
0
335
0
280
0
828
0
0
360
0
1
398
0
0
0
0
6052
0
0
439
0
0
0
0
0
0
0
976
0
1239
1238
13745
1
4509
0
1704
8551
287
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
25
603
0
0
0
0
3893
0
0
0
0
6
0
0
0
0
0
0
215
2628
0
0
55
0
0
2
0
0
31631
0
0
0
0
254
0
0
34327
0
0
38231
0
0
0
0
242
0
0
0
42
0
0
0
0
0
0
0
20122
0
0
0
0
4
0
151
0
0
3450
649
3917
128
0
38
1204
216
1012
0
17727
0
0
21064
0
0
498
0
0
0
5439
0
6404
287
0
3808
0
0
39768
0
0
0
0
0
2
0
1075
0
5140
0
16591
0
0
0
0
1305
17678
0
2010
0
0
0
5
0
0
0
0
14932
0
3
7909
0
11626
0
0
0
0
0
14688
0
0
0
0
0
0
0
0
215
0
299
12
0
0
0
0
0
0
9049
64
0
254
0
9396
9
1104
0
0
0
150
0
439
0
0
2938
0
15
0
0
0
3785
0
0
0
0
0
0
1
561
18
