"k","rho","dispersion","tm_ini"
2.58008135839015,0.144635767551232,0.790937360143289,89
1.73772298545216,0.235955722229778,0.321052386891097,63
0.232365856417363,0.00794968551790851,0.123126828344539,79
3.02580336586901,0.00281255141329341,0.351188030326739,68
8.04659532915068,0.671535969359793,0.344845246523619,90
0.323912127444158,0.00213924759607549,0.885371784446761,80
3.37874360026022,0.0293093741142733,0.693940821802244,79
0.734944621813877,0.0426775542146947,0.299532331991941,78
2.28352011576525,0.011464533576763,0.18395991018042,73
1.4078092020233,0.113264227296174,0.595797819085419,76
2.64051411509555,0.0798475715345927,0.570210476638749,83
5.02677225642769,0.0355084380429711,0.884724526939819,55
1.24582494120515,0.0134254438251701,0.543493409408256,71
2.20909790297102,0.534534292881909,0.827715986408293,80
1.86871030296454,0.416203585436185,0.222675406606868,60
1.43369188894888,0.35364653104558,0.916550321038812,89
1.27130547874564,0.635908763062923,0.695311506045982,70
3.68231005236747,0.000817225317975852,0.526756199775264,83
1.03626121807564,0.0166481833241036,0.947664816398174,85
9.23779460753972,0.000800845941624929,0.892580762738362,74
2.48391365627872,0.00154260486272817,0.848624699749053,61
2.05302443816654,0.00022337803038896,0.347771868923249,81
6.06987157241769,0.258089104837207,0.223957687849179,55
1.93315115700863,0.000564383924472971,0.4116851168219,59
3.16268862213611,0.0175408347389401,0.855463990941644,90
1.1417957285215,0.00719105760748259,0.458228186408579,62
3.42245814616792,0.151909804713763,0.330352468183264,65
2.73495230806867,0.00996852995263401,0.206147413235158,72
0.449617661169599,0.0366680790721675,0.905995443230495,90
1.39458956405457,0.0146029124765051,0.130250449990854,62
0.919560213812003,0.536088324584965,0.40745994296782,55
3.3732533986497,4.86087022761542e-07,0.187937053386122,61
2.14830043348082,0.00976110882136872,0.941611655754969,75
5.40477010791386,0.00335685160899798,1.02308695955289,86
2.23639958783063,0.342822807134299,0.690622056135908,67
5.13915343793996,0.0242648920403872,0.125450304243714,56
4.85757290495006,0.567333026452196,0.703792931767711,63
0.392743307793759,0.123212285603525,0.359082123706299,65
1.58578523445065,0.174574787957756,0.237576577113941,71
0.865787776997376,0.00349613376882866,0.522440334490423,81
1.59053036563362,0.0533634481251039,0.986680645262823,87
1.4613619069062,0.0829590852294269,0.688863442046568,85
2.36666660121739,0.00090998861342056,0.845783291850239,72
5.71873811901594,0.381799282099208,0.538263551425189,90
2.53223795701284,0.0189365230774867,0.502948786364868,80
1.5715585799428,0.670414613315865,0.492834739852697,67
2.1514540685596,8.39539498159387e-05,0.559145018225536,72
1.40228994578979,0.00555143759398778,0.592890593700268,84
0.828971527156532,0.0418224210197881,0.8843406252563,75
0.673893062931579,0.168293484501717,0.552577913273126,68
0.473683593667525,0.496918522889968,0.50520468596369,77
1.96304406978048,0.0678821319320615,0.141567714745179,78
3.88147175559821,0.00609777736714626,0.35995432944037,86
5.95965346489669,0.0583909103223959,0.377636837540194,78
0.866330660730806,0.193662572052826,0.651091184234247,78
2.44301787808781,0.553535095548441,0.436594082631373,87
1.9871094387573,0.00193511388854567,0.525727045287048,57
0.71101356263582,0.516399276714713,0.767615909688175,90
2.63450783333659,0.0943253820726018,0.831009657355025,82
1.79756132060702,0.00209903383869213,0.461875798646361,85
2.15422399455443,0.0105113025764239,0.633029102813452,82
1.60953159387543,0.0138314243369098,0.244694664375857,81
0.666367216285558,0.345490063493077,0.0694981135893613,65
0.0881838782234369,0.321544414977758,0.484284954145551,57
7.00470443689878,0.977341941896265,0.822521622525528,90
2.34815875987568,0.0372980432758462,0.680627732537687,71
0.952950788750834,0.00563564721010985,0.964768400648609,70
1.61655009718925,0.513468862223928,0.621788384858519,89
6.21646473801874,0.07546692395311,0.36123379599303,80
5.57735692249398,0.0853545361851657,0.737180962925777,62
6.95884988705387,0.0607528337698232,0.951357221696526,71
0.729020035214537,0.00506193229657707,0.3790761006126,65
0.975831790891015,0.14031320064743,0.313820716914476,74
1.83123714668557,0.55882157070998,0.95477204490453,87
4.01394858794921,0.0539277400604273,0.50283817271702,74
3.99976637563428,0.0393335031099405,0.186649824958295,84
0.875829499094518,0.563579842141063,0.470497886184603,75
1.77728421210343,0.00802615446593466,0.946738863363862,90
2.02238444391181,0.259771298289079,0.941626955532024,59
1.34750514621957,0.184505645282934,0.59207770624198,83
1.98643466873301,0.639640687614721,0.85832080594264,55
2.73729306894944,0.880998702181519,0.4527160697824,56
0.878566240626383,0.0325297531643396,0.227783733447814,85
0.487002708764357,0.0114055837349024,0.653509436175227,62
1.98236505799281,0.521592412401961,0.728322296170518,59
2.75216151824214,0.0190963036570122,0.67844629803537,74
0.711552729536778,0.0070324343252779,0.911370067391545,79
2.45978361549135,0.235199688758879,0.927148287650198,88
4.7010339404368,0.00376429548499073,0.297985369148509,60
1.95916161828707,0.390261579828958,0.707670373143628,88
3.39791486570562,0.00192955974390186,0.876126810209826,72
2.09575016066357,0.026662394445605,0.773161629680544,70
2.37381144247987,0.08296471467962,0.774193197996922,72
4.05981119133725,0.0133719237720881,0.950927332509309,76
2.26157754684951,0.0077489426445646,0.388712838292122,80
1.35405010102625,0.000496791403319172,0.194251902582648,71
2.44613660982251,0.0297057783231974,0.905385022750124,75
4.84480157991498,0.00230328716484496,0.167376219062135,76
5.83523452032084,0.0261446578581466,0.704173186328262,61
2.23244037367098,0.0170816687321539,0.907919161487371,87
1.80532864372665,0.0963485231843893,0.852157816989347,76
0.334454852259731,0.0760551031458028,0.896133146714419,69
1.2531001221358,0.00735714012502224,1.35460808076456,62
2.77227272495532,0.266563467786457,0.225633454974741,66
0.91974681674854,0.0200376292576498,0.297953706301647,83
2.11733093769042,0.0169213475230244,0.730522359488532,58
9.02133658887047,0.447399179042911,0.650113043142483,61
0.417622416425474,0.837200718633723,0.703168835490942,63
2.66006131883827,0.00392777286031577,0.348397892899811,88
5.62588934420548,0.00372151096648753,0.330344566272839,76
1.43420305626624,0.0184574646068921,0.677949955686927,67
0.506858615072686,0.394260338286053,0.61495858989656,55
1.3438548562222,0.00714252722615276,0.432057191617787,79
1.40326467729631,0.120170394163378,0.684253348736092,83
0.336320202508047,0.00759288009611537,0.138069535100809,66
2.83671591162958,0.140190174667326,0.258917514933273,89
1.40646547128784,0.00911044426554751,0.793894590111449,84
1.23540154911342,0.00707266808415476,0.962323234649375,72
1.98012968564575,0.0266869322677848,0.92501281760633,55
1.5582111937238,0.430286317696093,0.762363006662283,81
2.19119038188439,0.00310658118014334,0.881220248294994,58
1.52328734036129,0.0808876000437752,0.961755909956992,64
3.28618366416683,4.31159141559801e-06,0.503617405658588,77
5.91891509792963,0.12558883104398,0.306395403575152,63
2.60746503427141,0.255599328153883,0.883809681516141,78
3.97342072478921,0.00255133293721564,0.209318817360327,83
3.90262478069082,0.271490223966709,0.442223506048322,78
3.23655059025558,0.273108823039,0.814461420523003,68
2.76823610473462,0.00072935811437154,0.973244589999555,85
2.54446003343244,0.494425087347985,0.340616667410359,80
1.79425622994952,0.250729076985923,0.507444554474205,78
0.796936365239688,0.157704490402996,0.464978732401505,72
0.8643713439966,0.00047679064054782,0.65252807569823,85
0.449617661169599,0.0366680790721675,0.905995443230495,90
3.43505706148774,0.0018909387128549,1.58712579963996,77
0.186341296371581,0.000689228070001206,0.323480794671923,81
0.786425348268606,0.0153835841865185,0.470367159461603,75
1.97891668339555,0.0665554324649593,0.899129880592227,88
1.14241681924275,0.118930252101352,0.510089513612911,70
3.68231005236747,0.000817225317975852,0.526756199775264,83
0.717964052337462,0.0718694929824123,0.355624028481543,62
0.719132106399407,0.00484368876393573,0.361663409275934,75
1.03379947542227,0.450522350537177,0.688275971217081,88
1.1969510126416,0.54759729780291,0.290363521780819,71
1.78416037530457,0.661184293745366,0.853863664204255,63
1.13556497422293,0.0140828872613519,0.407828232040629,80
0.603368260127363,0.239068923390356,0.218522397335619,80
3.87049227018371,0.487372285986751,0.739118577067469,70
1.32758003787269,0.00731230379581243,0.335740598018199,90
3.24581170424944,6.63558959942599e-05,0.939155045431107,90
2.42850672462689,0.820657219376459,0.605147916823626,64
9.78019677704613,0.69014211504402,0.542560578556731,66
9.90012183127447,0.840989680643731,0.46979852207005,58
3.15735358500897,0.000220351535454649,0.430214394582435,80
1.91691580913353,0.00537165975947663,0.418093281569037,79
2.3071881321977,0.000482158081531925,0.651959672337398,71
1.32634966837161,0.0932076550578815,0.599859891633261,70
2.44642074238591,0.308996758132725,0.440281518734992,79
1.91691580913353,0.00537165975947663,0.418093281569037,79
2.28883894718309,0.140151815478013,0.382818702375516,60
2.74683998030937,0.0207805216522129,0.670245352666825,69
7.60431762337461,0.0295024345965227,0.616914242738858,63
3.28835581577265,0.0608891804649718,0.656496855895966,57
1.65549490329116,0.158578128939683,0.275875700404868,68
1.97771644436421,0.000139687803491383,0.478410151554272,71
1.75491205456804,0.198445879883173,0.102905942825601,82
3.24581170424944,6.63558959942599e-05,0.939155045431107,90
2.70739815185571,0.0816527162196724,0.276409242339742,67
5.37714962053891,0.0247180773122981,0.314520703628659,86
3.16736125400482,7.81671400352005e-05,0.649312130175531,66
5.12818727051573,0.0409260544049258,0.745458443416283,80
0.995647161153331,0.501486382324211,0.561047858325765,68
0.658913252863296,0.791878501062351,0.790971785491988,75
1.10748905153647,0.0653806107061962,0.786891291616485,69
4.58522218027223,0.432639141616175,0.339227806311101,88
0.616779558555643,0.00170866497362349,0.464890335919335,84
3.48349849842894,0.615909335021576,0.409609757363796,80
0.403748304792125,0.000172864199811461,0.0984620803501457,70
2.00662457282367,0.00301078961222572,0.405268557011104,78
2.0153989616679,0.00122908204006946,0.697789985138939,61
1.10433724698546,0.419863279043178,0.73601058870554,68
2.13831131252657,0.0440265813142757,0.550819938536733,68
2.38085150678381,0.0106582985856248,0.660327517893165,84
3.76405225224626,0.0251738092303451,0.680103287293148,59
0.885823757655307,0.00787251761874318,0.572923912937434,90
6.3658275537552,0.323171120792765,0.442195737035945,58
0.261848084134568,0.397846401653985,0.567814202280715,89
2.63902950760674,0.0530923495212228,0.494048933964223,58
2.91470524473351,0.0134067354080505,0.781317458856292,77
4.74660108120326,0.0605355169059455,0.595333567354828,82
0.591734464526154,0.355607495155426,0.35263943253085,59
2.13841758425164,0.0178030828119355,0.833465790608898,63
4.66206994662552,0.000186078466568455,0.203971019713208,89
3.24581170424944,6.63558959942599e-05,0.939155045431107,90
4.05652535484724,0.0255086318871446,0.848176585743204,90
4.24540854941423,0.000847112733180242,0.518294119276106,77
5.64368066867263,0.00173599988349663,0.564236240461469,57
1.12134631431369,0.09759163839185,1.08424008028333,70
2.19633550434255,0.393618162558964,0.534929754445329,82
6.04260355598287,0.000621906187862624,0.234208477195352,85
0.713132939117267,0.0317653446746555,0.69314686418511,84
1.87027097145801,0.196711328433717,0.73644466791302,70
0.697089192205954,0.088331469929831,0.684833630453795,68
0.869996312704121,0.0250496762856404,0.75813975953497,61
3.77894814808482,0.171294880485783,0.252681760815904,70
4.05652535484724,0.0255086318871446,0.848176585743204,90
2.61877530914668,0.0203665616674837,0.862892546225339,85
3.10013050661112,0.0110369347731588,0.335918351076543,77
2.38222370825485,0.355532644866091,0.358646023320034,72
3.69863501563425,0.0410400640366222,0.236405482748523,76
3.4191640703999,0.0517319866984836,0.544516216265038,88
0.629713481368538,0.0740882323114347,0.544754204148079,71
4.45031982202587,0.0355670626780708,0.27536023571156,64
1.47997325027536,0.000565128078072841,0.606245814589784,87
1.82905249976769,0.216980443725912,0.961110480828211,83
4.45945990989003,0.0016205356000893,0.303889990451266,86
1.30808671309376,0.0813042845507009,0.254986530402675,86
1.87906223511593,0.0387419641402634,0.712310765171424,86
6.09620837916516,0.905824173449211,0.867480491753668,62
0.158607814619839,0.0391742419085968,0.16104889777489,84
3.94555649257514,0.217751240571593,0.158116250298917,83
9.52751444899268,0.285425724988893,0.750155152752995,57
0.413584381705397,4.08638728670327e-09,0.758251077728346,56
9.24303418804362,0.429121043513913,0.347260433482006,90
2.2973905044661,0.742159844876398,0.405852221185341,70
1.8514004520424,0.00924639808734585,0.231400799921644,65
3.91137532857318,0.272964857932625,0.277115296339616,72
2.39647634996154,0.170166425629451,0.33911593086306,73
2.72114418555749,0.439840324059869,0.355691297445446,90
0.663214570592934,0.100136502393783,0.424739100737497,65
0.627259639866922,0.419901096580236,3.60013332817566,64
0.432609203927381,0.00288187645481843,0.73869718844071,69
0.59322329202041,0.00902156116071608,0.339734516492498,90
