"k","rho","dispersion","tm_ini"
4.72084289917353,0.168182237221579,0.379238647209505,84
12.1619161264562,0.00781559520285971,0.993716992503824,60
3.04091820576755,0.0181956239832979,0.0969350119106484,66
1.41755989975573,0.394632196744516,1.17637845838031,62
1.01189943710607,0.205228466484205,0.656611016253009,77
2.5094491734522,0.0945001151270713,0.0861680617090315,84
2.15271534284056,0.303370168229734,0.180747887119651,78
2.48579274257872,0.196176168042843,0.199502371950075,53
2.51726668235554,0.384144081747946,0.309069825569168,64
7.34891065129272,0.810649305101786,0.282031662555616,79
2.39696179499881,0.0242831449572283,0.260606801261649,55
0.746820118163474,0.0011329843790538,0.72547165856515,71
1.56066871665254,0.0935441706091031,0.130460045533255,69
0.574952786468931,0.0164545989583663,0.100719984710588,82
0.556002594418766,0.0352718645867563,0.453660510862555,84
3.24279145334492,0.0142829866105818,0.401675964228806,67
0.879798791532542,0.0716603851241113,0.142254702514037,62
1.33446587113758,0.00372608507713049,0.0866911245975643,80
0.66167308189035,0.722077544660443,0.237256770210632,82
5.27705957977204,0.0577007993629175,0.513752310922392,61
4.19374253015157,0.00349238101438457,1.09841020122307,58
1.69042940924811,0.0103578725109825,0.092224848257329,85
4.26352172826056,0.140474335642787,0.596444974831643,84
1.78555539380405,0.313413607481909,0.390996229289419,67
3.13576673313949,0.365740355456,0.19514443347548,74
1.25054729318062,0.130986467267565,0.25668503339447,71
0.971349167186919,0.675362158925722,0.0597308096475899,83
5.65180131156024,0.810660478503969,0.440502726420053,84
4.0737899601815,0.0486015174394067,0.47692196839489,54
0.995059333564967,0.153658446120082,0.22422253450116,87
6.02139401944556,0.0269162906349412,0.271754823392257,69
0.985631381402744,0.513251552762358,0.356240352165975,72
2.07749223291994,0.407813263296674,0.291389728663489,55
0.44349414314186,0.0560094947005204,0.240730439312756,75
3.04091820576755,0.0181956239832979,0.0969350119106484,66
1.20483505832327,0.000427733069258411,0.785823708978283,81
6.07018840482093,0.0486076845408766,0.21684460005134,88
0.803359403689135,0.931688452020857,0.231057569384909,69
0.971349167186919,0.675362158925722,0.0597308096475899,83
3.75376222863058,0.661306988238593,0.514574682340026,61
2.55628748497051,0.0160636923291183,0.102679603733122,63
0.301129142528582,0.0618017571007794,0.291238988516852,56
0.350015060286253,0.0707931568824938,0.400394838536158,65
4.48314363375798,0.404526922296326,0.481850863201544,78
2.51937884518095,0.007814475944758,0.969380234072573,53
2.92974648471728,0.0482824517475211,0.676723016425967,64
1.42915796239351,0.00197076097210113,0.390336088593667,84
4.71653100616962,0.226479916962705,0.0148512599989772,78
2.58279352543122,0.541129920716149,0.289627906765748,60
2.61888469077093,0.860168759043451,1.25777760061953,79
8.37374855365663,0.0180883653641623,0.329756539909555,78
1.12591740737055,0.0125543990542266,0.8756075410638,84
5.48812825619273,0.0422361428994531,0.623574040364474,73
0.850559182410703,0.020455520439908,0.180820989210577,62
5.03643819500461,0.0205126606305001,0.170177409765357,85
3.75166919473896,0.553119577240711,0.248715247872219,59
1.53207893496074,0.00865792196660802,0.207345738755808,62
1.75995579334297,0.123303000944558,0.373578316997737,61
1.0106146618096,0.0277802661345726,0.463929193108506,74
3.22855346508193,0.458644687541065,0.166973776649684,86
2.50293865326133,0.543982087335322,0.520710714393328,54
3.56179555541635,0.00912420228496892,0.232378532411531,80
8.36660377374226,0.0171969324976172,0.439933165097898,65
5.52413254242647,0.220593532662986,0.466476808142892,74
5.24280020801822,0.205533839241374,0.0889939553528106,76
1.78967803603368,0.059836016352737,0.339189167077079,88
9.62053387650522,0.00853528169606913,0.175665092665697,68
0.449270924644438,2.59328827415029e-06,0.889389963820577,73
1.78519283111098,0.095901462374106,0.179643027018756,78
0.85648871560305,0.151995653513519,0.278731313402064,82
1.76150862382974,0.0037863822495537,0.056584019140219,71
1.27620306296519,0.00116738231738942,0.503474021796137,72
2.76189278705779,0.115325338624746,0.388832201007967,70
1.52413709633473,0.168132446274494,0.29622586041549,70
5.28138241090896,0.0551731174588693,0.417996572796255,56
1.07862278166015,0.0145431075903743,0.458616989756496,67
1.5320410986322,0.788164785061923,0.246417579008266,63
1.0968578527525,0.080985547620966,0.330599152080254,54
17.128342907997,0.276603658797604,0.346691868011159,55
0.953966528160963,0.0997820455552888,0.132059686649236,66
3.36093515785892,0.0490937230941961,0.248106737853959,56
2.35224631646935,0.0119270542290823,0.530051675865997,75
2.36008106203065,0.00126646944530992,0.334638992910995,57
3.09223372789984,0.713165414821746,0.285890651866794,79
1.19009543275091,0.0423654442306826,0.134415637040874,68
2.52849877678568,0.0246013411663966,0.555482405286629,56
0.836994802045908,0.252297710254386,0.205106043736293,76
1.30872190470614,0.0847404621219199,0.765769064608738,70
3.55545004238439,0.0076913081510343,0.390338724081142,56
1.91568812224174,0.383927493063467,0.204604542814195,53
5.67169534161815,0.021154983793603,0.131014019107052,73
1.99919781424527,0.0196201298604339,0.167936622539451,62
1.20878754499409,0.0548834598809883,0.173291344520873,67
3.1833508444124,0.72609636505957,0.464425243925897,86
7.78775628533828,0.0112507276624193,0.23426896508522,79
2.48579274257872,0.196176168042843,0.199502371950075,53
4.18633120117474,0.0341746604314318,0.0942716931458563,85
2.51432845391421,0.178617991720598,0.36556977543258,66
8.24680648608063,0.00533850776563473,0.248954319473445,80
4.17749335741668,0.019702379944629,0.846842011208944,71
1.36015790811665,0.152499041836166,0.722842686576769,56
5.30547612164779,0.00690765287342595,0.920556855853647,84
1.60927535984511,0.0233615675630868,0.127601638388067,87
3.11470908374679,0.0786704168705256,0.500756705179811,53
3.54847201555717,0.00668872768094385,0.129950474251241,59
3.80875510526214,0.604703016852907,0.628518583220166,88
3.73125052372026,0.139574984008668,0.400727849919349,82
5.08992971734387,0.103515929250986,0.0970959458500147,66
1.87172740444007,0.9879958489137,0.245551083811862,79
