"k","k_scale","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2","sn1","sn2","sn3"
375.150529932259,3.11098953720862,0.0473099433497833,0.528341217669141,63,12,59,11,29.6648613286707,3.99221958344152,-0.984635702881685
250.547095989529,3.97394796877921,0.000734341212964144,0.106698488748382,65,11,101,10,29.0863411514167,3.75696084028611,-0.64535392672469
194.849451114376,0.931218826821627,0.268397295541324,0.300592893022006,53,22,133,27,30.3843132118449,4.26964511949358,-1.34845210740212
304.585623228972,4.23225812101111,0.232098377032019,0.269893263932317,82,17,139,32,29.5482262207111,3.75993494238843,-0.798334673770658
144.520736719536,2.51538246977389,0.0525997328767859,0.36733290958789,69,2,131,10,28.7867278112712,3.61091429775147,-0.577561398930486
295.978905580505,1.75175201148692,0.285954703736508,0.378412848571315,65,30,126,16,28.9802060885127,4.03958721257459,-1.0291760968569
214.866263639918,3.31505362179262,0.226816305885185,0.679018714698032,59,29,100,29,28.8204457299773,3.46254704370233,-0.51053776796218
329.992939366822,2.49681276334221,0.0697803819073851,0.0762687725623334,58,28,122,13,27.7310065565731,2.67972608308711,0.0996143783167522
263.121009088693,2.46902304410815,0.356835292190806,0.598447456024587,52,28,70,13,26.4171873141247,2.596067018957,0.42357466929202
219.279034665257,0.94195322622749,0.503606332009106,0.296513009906274,72,14,141,9,28.6570499956395,3.74063565352895,-0.594680350570544
129.581389982264,1.70279515839947,0.0646372148568533,0.192488299915567,73,24,82,4,29.9686250908922,4.03169942109037,-1.10492125888863
232.045540314676,1.76697872657039,0.0108035989679661,0.546211797744036,70,27,100,23,29.4914268707295,4.09473314475437,-1.09686753313522
255.794025483963,1.53832867073607,0.117090278433147,0.385321476031095,74,32,136,5,28.8876618267107,3.5832254233449,-0.57802002756484
227.477287225354,2.83776538027858,0.0924463961172465,0.643751185620204,72,9,130,25,28.4718777844199,3.59697592229914,-0.490490045266077
257.798799335483,1.71715476518886,0.208420998683225,0.385652423803817,68,7,102,13,29.615518552792,3.22322572342852,-0.416060027461039
191.631584031389,1.98576228789205,0.0444700213404961,0.732728095051924,81,13,62,11,29.1809541620045,3.95984077699975,-0.891913000255687
168.745050077078,1.39365234391223,0.799890023639596,0.211512037239821,78,26,56,5,28.1253189389578,3.68541258756098,-0.408243978174148
204.718292040331,2.71537087389011,0.131757321575,0.25251027662307,80,7,140,21,28.1258798048514,3.40025921100697,-0.253072678097923
281.535452123022,3.66970556108854,0.982609881439779,0.312052749705984,73,29,52,12,30.2074184864241,4.07360381882796,-1.16584634508906
199.863952361974,2.06819334182112,0.372698953514773,0.379949416033924,83,13,138,29,28.6442732424252,3.23845608057687,-0.0571720512306433
257.555189874789,1.25724928830778,0.0390278388921315,0.340358629250115,69,31,53,8,27.4379021203443,2.86989281246556,0.291320100894912
207.032566926139,1.86379107162751,0.0542703878507778,0.216612173477188,75,19,136,22,28.0951221980407,3.10740935774745,-0.17085193285013
223.90220143633,3.03800897574058,0.00681112092974018,0.757644698866971,80,28,102,21,29.0718906395363,4.23010335966184,-1.09171291610905
242.139650452328,2.29836809590681,0.11576203305082,0.222539153182879,53,29,72,1,28.1757350730144,3.29507891616567,-0.13918194036036
221.036570272469,0.759820213030706,0.884896195726705,0.374483265052223,68,25,142,1,27.1494476920672,2.78824750798533,0.197724967680496
224.860201752298,2.63764543820473,0.776164294567792,0.305096551684785,54,9,137,23,29.005573743877,3.29488295397159,-0.140456750523073
163.065553737667,1.34387328453448,0.742634621493206,0.143149934941903,70,7,138,21,28.2437754483516,3.66740096838291,-0.495136334285813
