"k","k_scale","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2","sn1","sn2","sn3"
173.11517842088,2.67992407215164,0.0754290091394917,0.213032129686326,80,14,111,3,28.6550689584347,3.8550671020716,-0.565982930759534
159.25962157777,2.11105941272458,0.00811647123603759,0.365727090043947,65,21,143,1,29.0870746954631,4.17921362605597,-0.972600663217285
273.470726346299,0.760392142306323,0.251514095081805,0.278540452059028,76,12,89,16,29.0809975736123,3.51882804665568,-0.688317305163724
165.664954075953,6.19234289230281,0.0227029461647575,0.317387051503891,79,5,105,2,28.5595384760586,3.37696961897668,-0.416249034832413
282.41351595574,1.8646833546846,0.197885370320359,0.141582581303172,67,27,89,5,28.7407907749781,3.33338960891496,-0.269979422029517
237.155698956268,4.48043572623192,0.109321582662342,0.53340799700901,55,16,131,13,27.9971022537475,3.39858419371525,-0.287727470551598
341.215899910303,1.76518749203484,0.00534380067262944,0.194769520778209,81,28,106,23,27.6527768017158,2.99479046206994,0.210049226028248
326.4291454371,4.37793280025868,0.544096298941067,0.177163565778421,61,32,130,7,27.6098658960792,2.77333806144774,0.321330187718717
187.526571145453,3.38396177661973,0.0427998613600401,0.139535246184096,68,16,60,23,29.2572660463372,3.47663651525967,-0.570980072715012
197.828657254007,0.905361427346124,0.0594313493728529,0.51239301613532,52,24,118,17,28.5128368824816,3.38012680884969,-0.292363027157021
170.333687158264,2.94280867522684,0.266364641640048,0.47962653251619,69,17,96,16,26.7359920664173,2.48441395080768,0.682217542915351
141.735190475672,5.64668686593175,0.155003515083041,0.623395152390003,58,26,64,32,27.6848974419934,3.69218480978515,-0.249319249977373
229.961748481481,0.632602691355398,0.0834070886892188,0.225702747972254,73,30,106,31,29.0504765047611,3.69486667914165,-0.621569590435172
139.16269807525,1.1755723330745,0.207407708710008,0.118547195547914,56,9,91,12,27.6751242319886,3.59874826349272,-0.396719320428952
283.500449096241,1.90918485206304,0.101442099694055,0.30876017541367,80,26,59,14,27.7107207358108,3.32926557787635,0.0644959867333644
223.445532015118,2.52913885882351,0.404692798915142,0.413035863311961,77,2,57,27,27.6506927436144,3.11340147774923,0.0925193181040887
293.040564116849,1.76949578121858,0.157886014567274,0.183224172797054,81,29,96,1,28.5120303584759,3.30446314919664,-0.364692137692929
259.864195509677,1.75905482698044,0.0516456039318695,0.437913288696464,80,30,89,12,29.565874304991,3.62066980585992,-0.677465870212265
185.16372390457,1.3861070332506,0.0899219848878903,0.304899814072996,70,20,78,6,29.4149391210435,4.01477292265328,-0.821722371790344
