"k","k_scale","rho","dispersion","tm_ini","loc_ini","tm_ini2","loc_ini2","sn1","sn2","sn3"
181.421234534246,4.47379880000817,0.276289268261124,0.71597177349031,82,28,83,14,27.7597012752606,3.20060084731512,0.113184166765947
221.215005897901,1.82590694341503,0.400428096049682,0.149220502004027,72,8,130,6,28.9017946123663,3.58702867730746,-0.762303407373715
311.817474782377,3.87678523456514,0.216989212884793,0.345784703956152,80,24,125,6,30.0373809807735,3.91695904367178,-1.29949337661744
178.951917220157,1.5531173670098,0.0808896000986182,0.441316401259322,68,18,71,14,30.45909742857,3.91639637581827,-1.27725920116809
206.810039463445,2.38923451653311,0.149372280769295,0.554694716352969,77,8,106,31,26.3489227471599,3.45969487135937,0.172400424086381
181.331646314415,2.19188548785645,0.00714948544745206,0.474656553730029,68,25,60,7,28.0938266527161,3.18815674141858,-0.176075953285371
200.943412500777,1.46629660930537,0.502350888370101,0.160927474649727,75,28,99,29,30.0500395931978,3.92888346034516,-1.11158823242139
204.856178723761,1.98190718588517,0.0121745158531731,0.45135885646285,74,18,113,27,27.8902621933238,3.08709314127944,-0.0405574192858852
151.082478392281,1.70379908035453,0.140687786755165,0.20639655784626,54,24,121,31,26.5508363856131,2.72448618904145,0.486204355998282
168.686009150987,0.741337854122735,0.204500378646791,0.213115392495304,72,16,115,24,28.269440515802,3.46559606216268,-0.434175468567258
156.185639034617,0.572484625123307,0.192277076143652,0.252338292310014,72,14,141,9,28.6570499956395,3.74063565352895,-0.594680350570544
267.269750072994,1.20546868398677,0.188025502553456,0.743406221969053,82,12,128,8,28.8794098469822,3.74771229589605,-0.574107959819598
203.942385339378,2.34720579135893,0.939622060294519,0.177826028558828,60,25,140,21,27.8268334340693,3.35719093647864,-0.384906091290522
211.709523650548,2.98362253378574,0.0113780701815497,0.11131823853431,80,11,114,11,28.333081470954,4.26652115045696,-0.846527446976725
191.921706226312,2.04940998384623,0.38843503394881,0.17291516673929,63,27,126,17,29.5752645646765,3.6323857152323,-0.676086557447455
300.148241405899,0.837127345243629,0.197782691322912,0.300486353691667,58,13,63,3,28.3282374738519,3.93777983651691,-0.661062380873315
216.430535435129,0.991216639368659,0.11440437179254,0.161864743989703,83,1,80,5,27.8095041306116,3.10999679724629,0.00938094673137485
233.510401077792,4.7229478449724,0.00347900314393921,0.203868212876128,54,8,53,26,28.8905376469396,3.68561411550876,-0.661253258463527
