"k","k_scale","rho","dispersion","tm_ini","tm_ini2","sn1","sn2","sn3"
214.181093290132,6.63642928922471,0.0148084454395604,0.736175697529688,88,110,28.5674241642919,3.2853714221746,-0.256633790037117
180.497513687484,5.28769853513746,0.792314652714944,0.412442567292601,62,96,29.377253467381,3.79493199707482,-0.719167199138614
151.47370061193,0.592154728780643,4.42299779018166e-05,0.758925590896979,58,96,27.7045024167461,2.99402488791038,0.167186843757177
184.103390873212,1.06900204777434,0.00108731901986626,0.488373652377903,75,107,28.1042093014221,2.84811861890371,-0.00601480739348981
214.466352713606,1.38761829518543,0.525679419303129,0.552241309057099,80,135,28.274316844721,3.65188940514697,-0.524433372322792
229.443531270797,1.61288635677287,0.000152113932946632,0.330692478318178,55,135,29.7379631945261,3.88426353688679,-0.862131217861991
347.293085866972,0.732630824339491,0.214849349019642,0.706613517832011,70,107,27.3306936280482,2.859769492448,0.38810091782572
228.008711808005,6.11674869636822,0.856175725523464,0.852055116323754,56,94,26.7838836668251,2.96605294535046,0.466469987424304
278.790783355266,6.07149502594702,0.000511515611226103,0.981028090231121,72,135,28.1900047980019,3.45018856016167,-0.32490650200324
156.760955123597,3.04115248742581,0.0446974884903276,0.480749060895763,81,96,27.264848105858,2.95182682713836,0.0719815698532643
290.06381112718,2.90575028209324,0.00304476505647872,0.921554909320548,63,138,28.7744416750372,3.96356616485961,-0.712929549837198
152.204140908775,2.91000182695996,0.919435245481322,0.578742353108343,59,99,30.218864424339,3.82553637809117,-1.06203112403629
307.659555450694,1.38617523246775,0.000245302042711106,0.632262828061357,81,116,30.0447397957415,4.09208621887003,-0.958465512159156
298.483432629744,2.93658138494173,0.209182473012372,0.510143777821213,55,97,26.4543342433857,2.99818349609584,0.466983142966692
180.789733633281,3.60373501809104,0.0146124930271315,0.621035846415907,77,117,29.3795891805707,4.19947264626869,-1.18449671816866
224.327867102599,1.22334970558186,0.0585590925043513,0.17941535054706,82,59,27.2524410163288,2.61556786089152,0.580209595882665
248.435089329331,5.135548484909,0.00580616431246565,0.771158483577892,66,59,29.3082587880262,3.38840017199204,-0.549787769697321
221.866744727371,4.65833419317375,0.0856884655666595,0.814426550408825,85,87,27.9057273060933,2.90436266779387,0.237149112957524
393.896013372138,5.66431142544028,0.207645497796091,0.938063862267882,73,96,28.1944831303828,3.38743285519345,-0.215983854553985
130.423706877702,8.37765797663789,0.728792416599097,0.794689858099446,59,105,29.0580053482554,3.8414572565239,-0.73673752359582
127.663882019717,4.52777844835818,0.00940103392566639,0.945728597929701,67,86,27.1736283222735,2.86220246392374,0.308543829283592
202.433979288608,1.28364854798885,0.0237923121515731,0.776565920561552,81,101,28.0280183862703,3.09188969781652,0.115685685914138
233.445317558785,2.41700333845936,0.594409863716463,0.455554808722809,85,65,27.1087516390514,3.17692638658707,0.136409705534312
313.956441823989,3.07617661963132,0.0162831268275164,0.822421834338456,63,81,28.9051304175904,3.42778956748463,-0.358121704836742
320.513593410948,1.35713680689716,0.0928461961975895,0.210198882025776,77,84,26.2680308931292,2.85307899367396,0.665813067406829
237.891497440968,2.46532781172269,0.00503660470906548,0.265661083627492,79,92,28.6872719683309,3.79077876130028,-0.712666201745072
174.318105053351,2.22380687599544,0.0190711338028933,0.516580880262616,64,66,29.4491986059338,3.69965105190946,-0.675281304130838
184.747237095264,2.34957888469415,0.00597486776463329,0.111748684663326,72,68,27.561486578727,2.55254138147243,0.311137963934771
277.602437412048,5.06188487496484,0.0166391665287871,0.975075775524601,67,81,27.5994306383765,2.75678434143808,0.438038769347256
168.512324417028,1.44099037144803,0.00152278691701627,0.486183874541894,55,97,29.6944006467525,3.49906454900614,-0.668059397887005
323.556356640642,8.16830631503652,0.0056064869311771,0.761261460604146,67,84,28.8209398139784,3.64007989201751,-0.715038959106112
292.224463465048,4.72550580591912,0.0906725238101256,0.719411983853206,70,103,29.5652127421612,3.61005130820326,-0.842150632847391
231.462981086374,1.1704595941786,0.0951193183549589,0.576088342972553,68,123,29.1781865435903,3.07036738831567,-0.353384543164863
246.951974027063,1.09750950114128,0.002684132935625,0.792274551931769,57,112,27.9401415466148,3.87991002412068,-0.635482012271588
207.180055823628,1.0109590482366,0.615717219355273,0.203477112576365,79,81,28.9233883180448,3.57635169767051,-0.833322567132245
200.752631147357,4.17112745861033,0.0301192459768072,0.392954621512241,89,105,28.3820973959225,3.90910775622305,-0.590850409731928
196.876054846738,4.22494238426335,0.0510448388153007,0.824301410699263,86,89,29.5801582229933,3.5401191263134,-0.904582542614135
139.582007439437,5.10694165242516,0.00612613678036539,0.731768301455304,62,110,28.4620812855637,3.73475132827275,-0.735585141946284
272.187315188956,3.53100674027542,0.392054671817967,0.549794743070379,89,117,28.2572185002325,3.98054860978723,-0.677251303837276
199.153298251565,5.05883568675235,0.0668841057664661,0.868805248755962,89,57,28.6726086269861,3.45512627941432,-0.435643441817852
176.565029392833,5.220670042049,0.0135951805557179,0.361577254254371,56,66,27.7760641869152,3.95000408273612,-0.586159214787922
135.441184841655,1.33409167329153,0.877940540056392,0.209840932854644,60,92,28.405380008628,3.49903476893121,-0.587615916656322
231.0626168649,3.45496663690889,0.0280891936933238,0.733251445926726,84,56,28.8355336226705,2.99189618540283,-0.0666511767598632
142.708030847665,5.59359281562362,0.000241329191148302,0.824001071741804,57,107,25.7725716736578,3.17690322818349,0.353355422896405
266.416134564237,3.20541399386216,0.64747668654014,0.481602757237852,59,87,27.3755231208466,3.36475434960377,0.0695589630955497
175.471141777935,2.35153417549015,0.0175960736695739,0.523793591652066,87,84,26.3983818191769,2.75876767566118,0.510370498969794
168.350341413012,1.42948850413213,0.319671952807871,0.046142939478159,64,68,28.008143647205,3.30221642108738,-0.164043926843853
256.670028877465,4.67488788077248,0.0356922600522121,0.808888150844723,58,137,27.845610456926,3.2084721458765,-0.0498823926231249
189.474504844799,3.29769274894822,0.00320488499854606,0.903674617176875,89,93,28.1960302836256,3.36297967805216,-0.338252901411007
265.475482977812,0.648527084714635,0.177881770919606,0.359266974963248,75,59,28.5997834827337,3.47834498165801,-0.589382205554291
198.818704621813,4.07460981659267,0.491437385437438,0.318998337024823,59,141,28.272163225543,3.94663155872061,-0.828909341552655
291.517883093474,2.37747543152221,0.612403956274661,0.540588206973299,85,106,28.9217388602119,3.54360660259659,-0.571606988049982
201.759243072949,5.81762058837355,0.124099762009244,0.811543831368908,69,119,26.6789830943576,3.01936625828786,0.198138894220341
301.686413579956,3.10853014153927,0.122317869029482,0.845138917909935,63,132,28.2915023280178,3.81464326316035,-0.451816961757671
166.477022636565,1.3538048835959,0.00566692120451127,0.461179640842602,63,63,28.4236193964537,3.27392175297977,-0.264362234698396
284.091966061755,2.40140543191092,0.000947525924518068,0.664524330059066,88,91,28.0119673272001,3.50538442161334,-0.156820849451121
149.517449626985,4.47242388213891,0.427513899586488,0.289175219833851,89,88,26.9406185968477,3.30915185614498,0.0857327720724331
314.596560783435,4.79128194530214,0.00608709981005901,0.742664321092889,56,129,28.7879755892445,3.26961278763153,-0.190832673389609
268.174406949742,10.7599770196777,0.142883390764154,0.283906217897311,71,102,29.437231441819,3.62529338662532,-0.779524675300289
211.029761292016,5.20090076825619,0.0758426918917402,0.51423743693158,62,92,27.2119976294999,2.9628984225686,0.306912731235736
239.630608199207,0.488022835734537,0.739061492839244,0.12647828226909,87,78,30.6556671918825,3.53706550254462,-1.20734942109559
176.607941997206,0.333348833103586,0.00540622167731826,0.592393076251668,82,100,28.2788249199389,3.73868163352272,-0.497943587101436
264.214137358311,6.4416538676665,0.00472400846861142,0.861954887397587,68,136,28.8132552208769,3.58086894636733,-0.627127394439728
