"k","k_scale","rho","dispersion","tm_ini","tm_ini2","sn1","sn2","sn3"
246.587170511327,3.52046423438483,0.513982140134185,0.419773279456422,91,72,30.2417190460016,4.22180162912726,-1.3617834197689
320.490702274055,5.56421127017178,0.204487710097813,0.71532046305947,90,93,28.7449850987494,3.58815039103855,-0.507684810891374
183.475167440246,3.8300833804072,0.19174777244022,0.758957824204117,91,114,25.5334447518818,2.35489446448661,1.10956377319372
248.945714931755,2.52677847033267,0.406879390696377,0.00808233884163201,102,87,29.8787916765046,3.4777505965629,-0.88617637522048
232.959101102247,2.96265108934315,0.104216445300486,0.343900839099661,77,100,29.8959001450303,3.56211296212651,-0.87165579643412
153.700378531197,6.30805230373483,0.176360677375887,0.97816374967806,105,140,29.5033838867752,3.42443814667992,-0.674758432347961
307.941053139166,4.60287698109722,0.159200486198827,0.455158969620243,74,118,28.8163980719627,3.42365729133521,-0.494596177640587
173.035919215296,2.37884455084036,0.00210307764474603,0.600817342055961,100,136,27.1023781282975,2.48207118709667,0.522814394196315
186.343315218403,2.87428986063232,0.0322077187326014,0.723416701657698,98,100,29.2047048192012,3.35945579372696,-0.653249121947371
259.470288543216,1.21231494927088,0.15011595613293,0.298480493249372,89,113,31.1695071367268,4.35556850357416,-1.74240274631264
328.388296353636,5.98576834400405,0.0881993539266867,0.77358653396368,73,125,27.6570526659635,3.26472682733798,-0.231854294684412
227.057094362184,2.45173019584676,0.178390973185905,0.47255826368928,98,81,28.9963838784505,3.75183966116181,-0.686765524733381
252.973667175786,4.20448939975017,0.918843930879347,0.116204944904894,91,74,29.3507588481335,3.63290411249826,-0.737511100900355
155.35259045292,7.56931814195273,0.483282838275914,0.62124399933964,100,77,28.0085357771978,3.27653609386144,-0.404242626485002
152.778873877194,3.81141168269788,0.410439606513174,0.814962689299136,103,121,29.0159072784652,4.07662164002538,-0.981889627984848
233.434703352279,2.58789852023293,0.110509236622829,0.8193999317009,80,122,30.0121457728213,3.61050139461952,-0.92419370648815
407.361355404501,4.89812198931016,0.0833906014091677,0.481002894230187,107,90,28.694861295545,4.41824879494504,-1.17202725754477
307.635776211217,3.60755794280874,0.0404311510389404,0.689208330819383,72,100,30.3671107901949,4.14732546593054,-1.12901593828314
140.374744519953,3.91556500524834,0.399719071089439,0.879815676482394,97,104,28.9074557376819,4.26822007763201,-0.93264688829924
169.814641973874,1.82605196528723,0.313033610056714,0.629652025643736,105,125,28.4384819061764,3.56183869735657,-0.283777223615859
175.325466973979,2.61969842797005,0.189593537492191,0.879278861451894,87,128,29.8909937746189,3.62066295552063,-0.846671741068825
251.384269085785,4.88178143670095,0.430800914998212,0.67233028751798,106,101,28.3258498348407,3.09154557270996,-0.194702423972995
142.765977826689,3.64088572871351,0.842804468833198,0.283794336719438,98,126,28.3621315766027,3.66998817167476,-0.593136557565191
214.894767736106,1.46297644965476,3.35965181175038e-06,0.818030801136047,101,93,28.766458554934,3.6425548912182,-0.528603746565656
