"k","k_scale","rho","dispersion","tm_ini","sn1","sn2","sn3"
211.468771679359,0.295760682497667,0.683310245891509,0.364731452893466,70,29.8982942219824,4.06243064651545,-1.04765309253826
237.268208356523,2.7448154897529,0.140377436966971,0.415672055911273,90,28.1005094855497,3.22763205976797,-0.185419409354786
162.827327403527,1.26198865155288,0.0296352308359426,0.493613445432857,81,29.1422412773159,3.25930576433517,-0.485045338861846
174.809801049375,1.02703674603878,0.00312593321886952,0.104103215504438,99,27.7486872795288,3.58117412768783,-0.377955399579367
255.857264255501,7.20612177543309,0.446167144771196,0.535479330224916,70,28.1416325251179,3.79188742587824,-0.437542718281078
261.007770884379,2.30316964077026,0.0242250778971362,0.625018057413399,87,28.5139545267773,3.27305550265189,-0.393631646145036
302.680594471749,2.44916241598211,0.790261101932738,0.411710561951622,70,29.9348068483642,4.03681288745393,-1.06942030911268
306.317844688214,3.37101940444655,0.329288997846613,0.452801593579352,94,29.1711832223261,3.85814457021853,-0.767202469224295
297.543478598523,0.928094995327363,0.244368437569276,0.878762977197766,77,26.9067445670928,2.88805655342465,0.546837988476087
299.2259797621,0.863147477609191,9.39590507729368e-05,0.397470153868198,77,29.038023488393,4.19123861286205,-1.00662814264435
248.437131587327,1.55299909144617,0.458896378938283,0.634713718434796,71,27.4812367095998,3.32678305833315,-0.286306126402406
191.353511897275,4.23992780595242,0.102802469654255,0.554929940961301,74,29.5158515865261,4.18640685764801,-1.06517933913547
311.175792016863,6.99340925479471,0.360521377214414,0.0774552188813686,79,29.7370938250165,3.51155857656423,-0.963499457780582
175.731260921996,3.74868913566195,0.201000646684699,0.452146626077592,73,28.0400572959834,3.35671081112925,-0.300553961566015
270.375576817593,3.18546092536776,0.0972511886054418,0.806752683361992,74,28.547543073117,3.45532924829452,-0.381588965688365
173.604393322001,0.672976885508238,0.000883780846501177,0.10070968628861,102,30.3991860446144,4.2086412979332,-1.31181915651907
182.406705196981,5.43657729981073,0.072330583607833,0.317879194859415,78,26.5992409158519,2.83463604078379,0.361972766659768
169.767401716087,1.69782465142335,0.219080783200092,0.351703960914165,97,27.0164814846259,3.679069300211,-0.0841581920285742
312.94435039401,4.63217645692893,0.44829584632814,0.237041664775461,82,27.9104325552781,2.7898410976014,0.260274634935524
191.570637912678,1.48035902700368,0.512501224530213,0.825276965508237,94,27.1139763340693,3.32193039826783,-0.14019291202067
179.304082731053,0.514429600575632,0.00646212937013647,0.342363682109863,104,27.2746113935565,2.87238028575677,0.324612074804875
317.207516687163,1.71514792726218,0.000937981216138041,0.423516474664211,73,29.1315219864278,3.19081749768556,-0.257440625564668
244.106448971888,1.40311963549564,0.0922177125150596,0.599022208480164,93,28.0331914369167,3.84081935666523,-0.542999593104257
287.617380817292,4.88417283441593,0.0561813194834834,0.978905672905967,86,29.2271918146228,3.93449806488422,-0.900557836483962
185.275179401465,2.69821811358981,0.176091898144071,0.516869593411684,73,26.8335865726434,2.72259645813394,0.654274609802479
170.614726087991,5.11263737901795,0.00233919644695097,0.100081867771223,76,28.3565976555619,3.13541941656582,-0.128248297991061
180.244583495657,2.18835294288817,0.408707984167694,0.233968704007566,101,27.2448079418348,3.1772134700519,0.181935277353106
